comment_origin,label
"재미와 무서움, 지루할 틈도 주지않았고, 너무 잔인하지도 않았고, 보는 중간 중간 소리를 0으로 하지고 하고, 얼굴을 가리면서 보게 할 정도로 무서웟음. 캐스팅, 연기 모두 좋았다. 8.7점 정도는 되는것 같다.",1
왤케낮지방금봐도봐도잼는데,1
"아, 재밌네... 곳곳에 있는 코미디적인 요소가 아주 매력적이네요!!!",1
눈물이 흐른다.,1
ㅋㅋㅋ 주성치영화중에서 3위안에 드는 영화 ^^ 너무 재미있슴,1
그동안 본 영화 중 최고라고 생각합니다. 보는내내 피가 끓었고 마음이 아팠습니다.,1
조문탁...무술 정말 잘 하던데여..조문탁,1
현대사회,1
애들이 넘 재미있데요 실껏 웃었답니다,1
"다른 이름으로 바뀌었을 뿐 계속해서 되풀이되는 여자 노동자들의 삶에 대해, 그리고 그분들의 삶으로 인해 돌아가는, 우리가 미처 생각해 보지 않은 삶의 구조에 대해 돌아볼 수 있습니다.",1
초딩 꼬마였을때는 잘 몰랐는데 성인이 되고 보니 느낌이 팍팍오는 드라마네요.. 일부러 만들어 놓은 것 같은 배우와 역활의 싱크로율.. 분위기에 맞는 음악.. 순백의 깨끗한 순수함..진짜슬픈거는 왜 요즘은 이런 드라마가 없는지 ㅠㅠ,1
우후후 .. ㅋㅋ,1
"짱!!!!~정규시간에 못본것이 실수다. 완전감동~~역시 소지섭,김하늘이였다.",1
어쩌면 최고의 영화 이해안되는 장면조차 아름답다,1
헬렌이 넘 불쌍함 ㅜㅜ,1
영화보는 내내 화면에서 눈을 떼지 않네요. 특히 티미가 나올 때는.. ㅎㅎ 정말 아이들한테 딱!인 영화인 듯~,1
심리학에 관련된 거라 흥미롭다,1
시선의 차이를 잘 만든 영화,1
이렇게 좋은 영화를 많은 사람들이 볼 수 있었으면 좋겠어요 ㅎㅎ공중파에서 방영해줬으면 ~,1
챈들러의 분위기가 좀 묻어나는 영화 괜찮네요,1
"자신의 특정한 목표를 표현하기는 쉽지않은데 무엇을 말하려고 하는지 알것같다.사마리아에 대한 지식적형성이 덜된상태에서 보았을땐 그저 변태,사회얘기인줄 알았는데 시간이 지나고 공부좀한 상태에서 보았더니 다양한 이해분석이 된다..그는 분명 공부하는 예술가다",1
흐음... 인생은 아름답군,1
정말!! 대~박! 이제야 봤네여 ㅋ 설경구 배우님! 잘봤습니다~^^,1
코믹 첩보 괜찮네요.,1
명작. 홍경인 수철이도 넘좋고 인간애와 감동이있는 명작,1
91년생인데알고있음!전부터 찾아보려 했는데 주위애들은 모름; 지식인 찾으니 나오네!,1
스릴과 여운이 동시에 남는 고발보고서,1
"재미없을 줄 알았지만 생각보다 현실성있고 신선한 전개가 인상깊었다. 이시가미란 인물에 대해서 만큼은 묘사가 책보다 잘 표현되어 있었고, 결말 부분도 책보다 더 재미있게 마무리가 되었다고 생각한다.",1
재미나요 성룡 그립습니다,1
내가 일본 영화를 사랑하는 이유는 잔잔함 속에 묻어있는 소중함의 의미가 아닐까?,1
진짜 허니잼 꿀잼 개꿀잼 꼭보셈,1
전 완젼 재밌게 기다리며 시청중이요^^,1
짱..말이필요없다Summer 또한 배경음악으로정말좋은선택인듯 너무잘어울림,1
휴잭맨짱,1
역시 과거의 007을 다시 보는 듯.. 피어스 브로스넌 멋짐.,1
내가 이런거 자꾸 봐서 현실과 이상을 구분 못하나;;기분 좋은 혼란스러움.,1
너무재미있어요. 별 기대안하고봤는데...한시도 눈을땔수없이 ㅋㅋㅋ,1
와.... 내가 왜 이제 봤을까...진짜....,1
짱입니다 마의 넝넘 잘보고이써영!,1
이 영화의 조명은 전쟁의 피해자가 아니라 건물을 지켜내기 위해 노력하는 학생들의 모습인거 같다. 자신에게 주워진 일에 최선을 다하며 서로를 돕고 도우며 건물을 청소하는 모습에서 우리는 이 영화가 의미하는바를 알수있을거라는게 내 생각이다,1
맥양 역시 언제 봐도 이쁘다.,1
배우들의 매력을 동시에 발산시키는 제법 쉬크한 영화!,1
사랑하고싶어지는영화,1
오늘도 난 리뷰로 이해를 한다,1
어릴때 정말 재밌게본영화.커서 아들딸에게 보여주고싶은 영화.,1
소설 앵무새 죽이기를 상상했으나 뜻밖의 큰 감동,1
타베 미카코 와...그 분은 조연인데도 되게 눈에 띈다알고보니 지우 경시청에 히노키오 주인공 주인아저씨도 감동 와 잘봤어요,1
내인생최고의 SF영화 에이리언2 그리고 터미네이터2,1
어렸을때 이거 보면서 애들 분장 보고 무서워서 울었어요....ㅜ,1
기대안하고봤는데 진짜다른영화보다 괜찮은듯...왜 뜨지않았나 생각이 들 정도캐릭터도 다들 개성있고 특히 남주ㅋㅋㅋㅋ 진짜데리고살고싶을정도로 귀여움,1
책과는 다른 매력때문에 재미있었다.,1
어렸을적 이상형...금발애인의 환상을 갖게 해준 여자주인공...그유명한OST kokomo,1
이영화에코멘트를달지않았을리가없는데.. 상당히 슬픈영화였다. 너무나 슬픈영화,1
역대급 영화가 왜 이렇게까지 까여야되지? 이해불가,1
저게바로 이시대의 어머니.,1
또봐도 재밌네요 정준호 정웅인 참 젋군요ㅋㄷ,1
B급 무비인 알았더니... 꽤 재밌는걸?,1
"다시 봐도, 다시 봐도 감동이다.",1
가슴아픈 내용...참고로 영화초반 숲속에서 그 2명은 밀렵꾼이 아니라 킬러였음,1
아 정말.. 클레멘타인 이후의 최고의 명작이다..ㅠㅠ,1
아주 멋있는 영화였다.,1
재밌어요 완전 좋아요 짱짱,1
정말 재미있게 본 영화입니다^^,1
이거 첨엔 아 뭐야 노잼인가 이랬는데 영화 끝나고 난 OO임이였음을 알았다,1
괜찮은 영화,1
매년 함께하는 케빈 ㅠㅠ,1
"보아의 첫 주연 드라마라서 기대하면서 봤어요. 어느새 주연애라는 캐릭터로 보이더라구요! 다른 분들도 다 좋았구, 스토리 짱짱! 재밌게 봤습니다.",1
어느 한순간도 시선을 뗄 수 없었던..,1
폭풍눈물 흘리면서 시청~~ 채널만 틀면 막장였는데 잔잔하니 너무 재미있게 보고있어요~ 영선이 연기도 잘하고~~ 재미있게 보겠습니다~,1
20년이란 세월이 무색할 만큼 마음이 더 따듯해 지는 영화.,1
마지막 떠나는 쟝을 바라보며 감독자신이 하는말...넘 감동적이네요~,1
전설의시작 숀코네리 ㅅㅅ,1
"뭐라고 더 말이 필요하겠습니까? 잔잔히 흘러가는 인생 스토리, 좋습니다. 10점을 주고싶지만 그런 점수는 너무 뻥같고.......",1
헬렌아줌마 연기가 너무 좋았다^^,1
진짜 잘봣음~~ 7.7점이 68명의 점수라는걸 기억하구 보세요 ..,1
멜라니 로랑이 굉장히 매력적이다,1
여러가지인물들의 각기다른증언들..두번은봐야겟네요역시 사랑은 믿음이 중요하다는것을 말해주네요빨간장갑과 군화를 토대로 더 재미잇게 이야기를 전개하는듯..,1
정말 우울해지는 영화다.명작이라고 생각한다만.우울증 있는사람이나 우울한날에는 보지말것을 추천.,1
아... 이 드라마가 지금 나왔다면...아쉽다...진정,1
시대정신,1
재밌었어요 ^^ ㅎㅎ,1
007의 오랜친구 펠릭스를 위한 007 목숨을 건 복수극.,1
"""[긍휼]시월의 어느가을하늘 """"숄""""그의 두려움을 바라본다.""",1
어렸을때본이영화아직도 오싹함이잊혀지지않는다,1
"정말 최고의 드라마에요! 자칫 진부 할수도 있는 소재를 매우 따뜻하고 고급스럽게 그려낸 뛰어난 연출과 모든 주,조연배우들의 연기에 찬사를 보냅니다!",1
요즘 보기 힘든 착한 드라마. 그런데 애국가 시청률. 이게 시청자들의 수준. 막장으로 가야만.. 이런 좋은 배우 좋은 드라마는 순위에 끼지도 못함,1
10점만점에12점..,1
공주와 왕자가 부르던 그 아름다운 노래들이 생각난다,1
아랏시노 요루니~~ 이제라도 개봉하게 된 건 드라마 주군의 태양 덕인가요?생각할 것을 많이 던져주는 좋은 작품이네요.,1
물질적으론 나아졌지만 삶은 더 각박해진 요즘과 부족하지만 따뜻하고 순수했던 그때,1
영화 보면서 울지 않는데... 슬퍼서 눈물 펑펑 쏟았네요.. 실화라서 더 감동적이네요..,1
ㅠㅠ슬프고 하루가 지난 지금도 여운이남는다,1
아...한효주라는 배우가 이렇게 귀여운줄...동이보면서도 몰랐었네 ㅋ,1
최고다10년이 훨씬 지나고 간만에 봤는데 여전히 웃기네,1
이런 스토리 재미있고 따듯하다,1
재미잇고 감동잇는 드라마엿습니다 배우분들 수고하셧어요~다음에더좋은작품으로뵛스면좋겟습니다.,1
컨셉상 콘텐츠는 다소 부족하다. 하지만 그럴만한 변명을 댈 수 있는 몇 안되는 영화다.,1
우와방금봣는데되게재미이어요!스릴러중에가장재밋던것같은데ㅋㅋㅋ,1
정말 재미지게 오랫동안 보게되는 드라마,1
"절제.여백의 미가 약간 아쉽지만, 최고의연기! 본방사수! 이상우씨팬입니당",1
가슴아프지만... 이토록 뜨거운 순간을 위해 사랑은 할만하다..,1
이 영화는 명작이라고 생각하며 돈치들의 안정적 연기과 영화주제에 따른 스토리 라인과 중간중간의 긴장감은 최고였다. 최고의 영화라 생각한다.,1
스토리보다 아름답고 순수함을 찬란히 표현한 영화가 참 특별하다싶네요ㅎㅎ 이름이나 죽음같은 소재를 볼때 영원이란것을 사랑과 결부시켜놓은 좋은 작품같아요ㅎㅎ,1
캬.. 이거 죽이네..ㅎㅎ,1
의외의 수작. 평점 8점 줍니다ㅎㅎ 전국의 젊은 남선생님들은 필수로 보세요ㅋㅋ,1
지금 17살인대 어릴적 본개 생각나서 검색해서 영화찾앗네요 아직도 생각남니다!,1
최고로 재밋다 스토리 ㅜ액션 모두,1
"한국욕한것은기분나빴지만,재미있고유쾌해서가볍게보기딱좋다!",1
이 영화의 감독이 고질라 감독이었네요. 괴수영화를 색다른 시선으로 그려 독특했음!,1
이거잼나요ㅎ,1
이 정도면 충분하지 10점,1
www.nemofile.co.kr 가입 knight 추천바람!,1
이런게 진짜 영화지? 뭐어.. 반창꼬? 타워 에라이 쓰레기!,1
너무나 저평가된 영화...삶과 죽음의 경계에 대해 묻다.,1
마무리가 좀 이상하긴했지만 해피앤딩이라서...,1
"연결을 끊어야 연결되는, 진짜 사람 사이에 관한, 깊은 사색이 있는, 그리고 밀도 있게 만들어진..",1
등장인물의 감정선이 모두 묘하게 매력적인...,1
저는 정말 감동깊게 봣습니다 재밋게 봣으니 저는 긴말없이 10점,1
"캐스팅,ost 등 무슨말이 필요해용~ㅎ그사세 넘 좋아요~!!!!",1
티오노린코! 프로보시스! 정말 감동적인 영화네요 ㅜㅜ,1
짱 재밌음ㅋㅋ 근데 엔딩이 너무 슬프다..,1
영화아주볼만하던데 생각보다평점이많이낮네요..액션도좋았구내용도좋던뎅,1
장난아니게 재미있어요,1
역시 성룡 대단하네요..ㅠㅠ 액션도 그렇지만 내면연기 정말 감동적이였어요..ㅠㅠ 폴리스스토리 최고!!,1
같이 성장한 나루토를 보며 감동을 느끼고 아쉬움을 느낀 작품이였다. ost도 아주 좋고 나루토를 위해 자신의 목숨까지 바치는 히나타의 마음을 이해한 나루토 그리고 한층 더 성장한 친구들내 기준에서는 최고의 명작이다!,1
정말 재밌다~,1
"메제지를 전달하는 영화였고, 참 좋은 영화였다.",1
잔잔하면서도 많은 생각을 하게 만드는 영화.. 그래서 좋았다.,1
어렸을 떄 1번 보고 어제 생각 나서 봤는데 역시 잘 만든거 같다. 근데 디즈니 꺼라는 건 생각 못했었다.,1
재밌는데,1
참..잼있었는데 왜이렇게들 박한지 모르겠네. 퍼즐보단 훠~얼씬 괜찮았는데,1
"영화보면서 이렇게 운 적은 처음이네요. 연기와 스토리, 모든게 다 잘 어울려져서 이러한 영화를 만들어냈네요.",1
영화 요소요소에 배치되어 있는 압도적인 영상미 그리고 빠질것 없는 3일간의 이야기,1
정말 뭔가 교훈이랄까? 그런걸 주는것같아요,1
"아침부터 너무너무 맘에 드는 영화 발견'ㅡ' DVD 나오면 소장하고싶어요,ㅎ",1
"이거 너무 너무 웃김.. 특히 이응경, 서민정, 최정윤 짱",1
청혼하는 장면에서 치즈루의 표정이 기억에 남는다,1
자랑스런 우리만화 애니매이션~!!!!!!!!!!!111,1
정말 괜찮은 영화라고 생각합니다.,1
역시 충분히 믿고 볼만한 배우들이네요. 정말로 재밌어요.,1
훈훈한 영화였지^^ 다시 봐도 좋은 영화,1
"그저, 남들보다 좀 더 예민한 사람들일 뿐인데....",1
저 3번봤는데요 보세요 일본잔잔한멜로상당히좋아하는데 압도적으로 좋네요 꼭보세요,1
보면 볼수록 멋진 영화.,1
울면서 봤어요 진짜 감동적이에요ㅠㅠㅠ평점9점넘을수있을거같았는데.,1
어렸을때 완전 재미있게 봤던 영화.. 어디서 다시 구할수 없나..?ㅜㅜ,1
Bravo,1
담백한 느낌이 좋네요..8점대는 되는 영화같아서 끌어올리기,1
진짜재밌어요!스토리도좋고 연기도좋고 몰입고진짜잘되요 ㅠㅠㅠ호ㅓ이팅!♡,1
이거 예고편 잼있어보있던데..,1
"SF와 순정의 독특한 만남, 슬프고도 아름다운 애절한 사랑..",1
아련한 드라마...,1
헐리우드판 외인구단,1
정말 몰입도 최고의 흥미로운 소재의 영화군요.!!!후반부에 살짝 루즈하긴 하지만 수준급 영화입니다.^^,1
간만에 수작...너무 좋다....,1
기억에 남는 영화,1
평범하지 않은 영화. 그래도 맘에 든다.,1
<3 <3,1
와..이건. 말이안나오네염,1
단순히 유행하는 팜므 파탈영화라기엔 언어로 설명할수 없는 재미를 준다,1
보는내내 긴장하게 하는영화배우들 연기력도 좋고무거운소재를 재미있게 잘 풀어낸듯,1
현실을 직시하게 된 카를로의 심정을 담은 '울게 하소서'는 단연 최고였다. '울게 하소서'를 듣는 헨델처럼 나 역시 숨이 턱 막힐 정도의 전율을 느꼈다.,1
고등학교 때 이걸 보며 대학생이 되고자 꿈꿨었지...재밌었는데...,1
영화가 끝날때가지 조병운을 믿지 못했다. .. 사람을 안다 라는 것은 어렵다,1
죽음이 토핑된 깔끔한 우디엘런의 브런치,1
애슐리쥬드 시리즈 찍었나?,1
아주 재미있게 보았습니다.,1
결국은 세계는 이해관계에 따라 움직인다.악과 선은 없다.다 가족을 사랑하고 돈 벌고 싶어한다.,1
케이트블랑쉐의 압도적인 카리스마!! 너무 잼있었다!!,1
명탐정 코난 시리즈라면 다 최고다,1
이야 간만에 좋은 영화 봤습니다^^,1
"해리포터씨리즈도,나니아연대기도,황금나침반도,이 영화의 발끝에도 미치지 못한다.",1
정말 대박 드라마!! 윤태영과 김민정을 다시 보게한 드라마!! 2009외인구단 화이팅!!,1
진짜 볼만하다. 다소 지루해서 9점.,1
강지영,1
사실적이어서 더 극적인.,1
훗날 우리의 모든 모습들. 나주 잔인한영화다. 일탈은 금물ㅎㅎ,1
"음악의 감동, 부성애의 감동. 마지막 씬의 압권.",1
ㅇㅎㅎㅎ 꽤 잼있어요,1
반전의 반전을 거듭했던 영화 스릴도 있었고 재밌게봤습니당,1
마지막씬을 잊을수가 없다,1
권력이 뭐라고..화무십일홍이라고 붉은꽃은 열흘을 넘기지못하는데. 그권력이뭐라고 부질없는것을..세상에 사람목숨보다 중한것이 있습니까. 당신들도 부모가있고 자식이 있고 친구가있고 가족이.선생님이 있을텐데 같은사람이라면 어떻게 그럴수가있어.,1
개인적으로 할리웃스타일의 신나고 전개빠른 영화를좋아해서 첨엔 너무지루했으나 화면처리가 오묘하고 예뻤음,1
한마디로 표현하고 싶다. 아름다운 울림,1
"비오는 날 밤에.어긋난 사랑과스릴과 짜릿함,미스테리 수사물이 끌린다면 추천.볼만합니다.",1
재밌다♥멋있구 이쁘고 잘생겻다♥,1
적어도 대한민국 국민이라면 꼭 마주해야 할 영화입니다. 우리에겐 분노와 진심어린 결의가 필요합니다.,1
이거 2011년 2월에 개봉했는데 관객 1명. 그래서 수익이 딱 7000천원이래. 기사떳어,1
그냥 최고내요굿...,1
제대로 유쾌한 영화`~ ㅋㅋ 최고다~,1
대구대구멋있옹~카리스마짱!,1
마지막이 좀황당했지만 좋은영화,1
마지막 마리모 이야기 보면서 펑펑 울었다.,1
전쟁을 통과하는 한 가족의 모습과 가장의 심정이 잘 표현된 영화입니다.,1
그녀가 모른다고 대답하면 간첩으로 둔갑된다...,1
이게왜 조니뎁출연창에서 나오는거야 - -;;;,1
재밌다,1
어릴 때 봤던 최고의 영화.. !! 박남정 최고 !!!!!!!!!!,1
은근한 매력이 있는 영화. 은근한 재미,1
메시지가 정말 특별한 영화! 강추합니당~,1
good good good,1
아 정말 최고다 이런영화가 계속나와야 하는데 ㅋㅋ 남자이야기 2 나왓으면 좋켓다,1
이걸보고 서강준배우에게 너무 반했음...,1
앞부분 살짝 지루했다는거 빼곤 정말 멋진 영화!,1
이번에는 기타방사기와 기타 미니카ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
영화보다 감공,1
처음 봤을 때 정말 많이 울었다. 어려운 위기에서도 가족을 살리기 위한 가장의 처절한 노력이 너무나 슬펐다.,1
광대한 스케일의 영화가 재미를 주네요 ^^,1
"분위기, 느낌이 좋아요. 에드워드 노튼의 연기는 역시 최고네요.",1
영화관에서 본 첫 영화..그만큼 감동이었다 ㅜㅜ 록키 댐벼!!,1
"조금 더 천천히, 조금 더 느리게.. 그래서 조금 더 촉촉히 젖어드는 감성",1
나는 1편보다 더 나았던데????,1
이 감 독 잘 만들지 ㅋㅋ 얼릉보고싶다,1
늦게나마 이 영화를 알게해준분께 감사하고 내용에 대해 평들이 갈리지만 개인적으로 아름다운 영화임에 틀림없네요,1
이것이 모든 것의 시작일 줄이야7년 전의 나는 전혀 몰랐지,1
재밌게봤는데 진짜!,1
YB의 도전정신 닮고싶어요~! 뭉클합니다!,1
천조국에 흔한 중2병,1
완전 울고 웃고 즐거웟던 드라마에요 마지막은 조금아쉽지만.,1
완전 아이들을 의한 영화중 최고 굿 ㅋㅋㅋ 짐심 으로 잭 프로스는 굿굿굿,1
이연희 겁낙 이뿌구마이,1
"영상미가 정말 너무나 아름다웠고, 스토리와 반전도 감명깊었다.인간의 본능은 어쩔수없다",1
스타워즈 특유의 감성과 볼거리가 넘치지만 내용적으로 정치성이 좀 더 심오하게 들어갔으면 하는 바램이 남는다. 멜로보다는...,1
엄마의대한 사랑을 제대로 받지못한사람이지만 이영화에게는 10점 주고싶네요,1
아름다운 영화... 최고입니다.,1
몇년이 지났는데도 감동 쩔음,1
"1차 세계대전 中 피고 진 청춘들. 무기와 기술력은 20t세기, 전쟁을 일으킨 정치인들과 전쟁을 지휘하는 고위 장교들의 생각은 19세기.",1
재미있어요 곡 보시길 ^^,1
이 영화를 보고 두통이 나았습니다. ㅠ ㅠ,1
영화 비트가 괜히 비트가 아니지.. 임팩트로 치면 아저씨는 명함도 못내밀지.. 그 시대에 진짜 본 사람만 알수 있음,1
왜 야해..,1
어둡게 그려진 성장통. 하지만 그 통증으로의 연민이 느껴진다.,1
언제봐도 감동을 주는 영화입니다,1
완전 짱이에요 ....★,1
칼릴지브란의 명언을 다시 떠오르게하는 명작,1
12살인 나에게일깨워준영화사랑하는 마음만으로 돌이킬수 없는추억과 현실들,1
무시무시한 인재의 제작과정을 깔끔하게 선사하는 범죄물,1
다 짱인데 담배....너무피더라...,1
장국영과 주윤발의 케미가 절묘했던 영화. 그들의 액션도 코메디도 모두 사랑스러웠다. 장국영이 부른 주제가도 최고!,1
참 잘만든 영화다. ~~♡♡,1
생생한 아마존을 느낄수있어서 좋았어요^^,1
특유의 영국영화느낌이 물씬ㅋ 처음부터 끝까지 현실과 희망으로 가득 찬 영화 누군가를 바꾸기위한 노력은 아무것도 아닌것에서부터 시작한다,1
진짜 꿀잼 귀호강 웃김 감동 다 있는 영화완전 재밌고 여운남는 영화!ㅜㅜㅜ,1
어처구니 없다 ㅋㅋ 첨에 어리버리인주 알았는데... 마지막까지 어리버리적인 표현으로 느끼게 하는구나ㅋㅋ 어리버리가 무서운넘이 었다가 친했다가 살인없는 영화 다만 마지막 같은 부서 후배는 어찌될지..,1
쵝오!,1
보고또봐도 보고싶은 그댈위해서. 가족적인 드라마.,1
재밋러욬ㅋㅋㅋㅋㅋㅋㅋㅋ,1
역시 재밌다 예전에 극장에서 보고 이병헌 이미연 연기 보고 감탄했던 기억이나 간만에 다시 봤는데 역시 이병헌의 연기는 짱이다 그눈빛 애절하다 정말이미연을 좋아했나 착각 할정도다 지독한 사랑 맘이짠하다,1
전달하고자하는 메시지가 느껴지네요.,1
정말 지금 다시 봐도 잘 만든 영화다. 후속편이 안 나왔다는게 아쉬울 정도.. 이연걸 주연 영화 중에서 베스트 3 안에 꼽는다.,1
내가본 1.2.3.4 편 모두 본영화,1
최선을 다하는 엄친아 모범생이 자신이 인정하는 천재를 만났을때 느끼는 감정.하지만 그천재를 자신이 아무리 노력해도 따라잡을수 없을때 느끼는 절망감,1
감동적인 애니메이션이겠지,1
소재가 독특하며 재미났어요~~,1
엔딩을 보고 눈물이 나는 의외의 수작!!!!,1
현실적인 현대의 청년 이야기,1
중간에 그림자 귀신 등장하면서 살짝 감을 잃지만 곧 회복! 잘 만든 영화임!,1
"마음이 훈훈해지는 영화~ 정재영, 수애 비롯해 모든 배우들 연기도 좋네요",1
와2일만에다봣는데처음엔 정은지때매밧는데 스토라도좋고내가왜이걸안봤는디모르겟네 꼭보세요 진심재밋어요,1
"사람을 섬기는 자, 세상을 얻는다.",1
난 이런 영화 좋더라........따뜻했어ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ,1
"너무 분위기있는 영화!! 음악도, 톤도..",1
어느 나라건 여성은 위대하다...,1
스토리는 그다지 중요하지 않다. 인물이 느끼는 감정선을 이토록 섬세히 느끼게 해준다는 것이 놀랍다. 마지막 장면은 정말 압권이다.,1
진짜 무섭게 봤어요...,1
아오이소라 역쉬.... 굿,1
끝까지 봐야죠,1
아직도 잊을수 없는 !! 최고 !!!!!!!!!!!!!!!!!!,1
마츠다 류헤이의 통통한 얼굴이 너무 맘에든다ㅎㅎ입술도 묘~함,1
당연한 스토리일텐데 재밌게 만드는!,1
'이런 장르의 영화가 있을 수 있다니..' 싶었다.,1
액션도좋고 ㅋㅋ,1
