,index,comment_origin,label
97,21227,횽.. 절라쌔시네요..,1
98,13446,도로로와하키마루랑 동행하고싶어요ㅜ,1
99,20562,결말이 다소 아쉽지만 재미있다 지대로 대박 ㅋㅋㅋㅋㅋ,1
100,22615,초반부엔 웃겼지만 후반에선 슬펐던 영화..특히 박중훈 강수연의 연기가 돋보였다,1
101,16804,꽤 잘만든 영화 ~_~,1
102,11737,이게 10점아ㅓ니면 뭐죠,1
103,2418,급우들을 향한 보네의 악수는 늘 염두해 두었던 것 같았다. 가슴이 꾸 욱 눌렸다.,1
104,26298,보고 보고 또 봐도 채플린의 천재성을 인정하게 되는 명작,1
105,2932,"인생은 새옹지마라고 했었다. 근데, 그두려움이 있어도 음악에 대한 열정이 더강했기에 도전하는 그대들 멋있습디다. 이영화 완전 추천한다. 제목이 생소하겠지만, 아무튼 날믿고들 보시오",1
106,25328,보니 아주기분이 좋아요*^^* 얼마나 재미있었다구요 또보고 싶네요^^,1
107,4055,그래 이 영화가 높은 평점을 받을수없는건 이걸보고 불쾌감을 느낀 위선자들 때문이겠지 그 평점이 니들 클라스다 위선자들아,1
108,12718,"결과를 보고 나면 좋게 좋게 서로 지하로 내려갔을 거라 생각드는데, 서로 반목하며 왕래가 끊어진게 의아스럽고, 사회시스템이나 기술력에 있어서 차이 나는 것으로 설정된게 영...",1
109,26547,진짜 재밌는데 평점 너무 낮은듯 펄펄 뛰어다니는 좀비보다 이런게훨씬낫다,1
110,6749,진짜 재밌게 봤는데 평점 왜 이래 ... ?,1
111,28288,부모님 힘들게 하던 생각이 난다.,1
112,11335,말이필요없음 ..최고..근데마지막좀허무..,1
113,23464,다코타패닝도 나오네??ㅋ 난 재밌었음,1
114,24737,귀엽고 발랄한 영화♪,1
115,5073,개인적으로 마음에 남는 게 많은 영화였어요 삶에 대해 다시 생각하게 되고...가족들과 주위 사람들에게 더 잘해줘야겠단 다짐을 하게 됐어요 근데 이제 상영관이 너무 없어서 원정 관람하러 멀리 타지역까지 가서 봤네요 홍보가 부족했는지 너무 아쉬워요ㅠㅠ,1
116,22341,유머러스함과 잔인함이 적절히 섞여있는영화랄까,1
117,3061,최근에 봤는데..색감도 너무 이쁘고..다 아는내용이지만 그래도 좋네요~,1
118,17131,테이큰2.3 감독이엇네. 콜롬비아나는 흠잡을데 없는대.테이큰2.3는 왜이리 아쉽게 만들엇지?,1
119,20795,굿바이 마이 프렌드의 냄새가 나는 정겨운 영화... 좋구나!,1
120,26784,"킴 베싱어가 직접 노래도 부르고, 정말 이쁘게 나옵니다. 추천",1
121,17598,간단하지만 힘 있는 플롯 꿀잼,1
122,1354,아직도 생각이 날정도로 재밌는 드라마. 다시 보고 싶네요ㅠ,1
123,27540,너무 어려운 어비스보다는 레비아탄이 이해도도 쉽고 재밌더군요..어비스보다는 11배,1
124,20305,아이들 있는 집 부모나 발견할 것 같은 숨은 명품 애니메이션. 재밌고 웃기고 귀엽고 슬프고 감동스러운 감정이 보는내내 사람을 들었다 놨다 한다.,1
125,15725,따뜻한물만 안챙겨줬어도...따스한 마음을 가진사람이어서 더 행복하길 바라~,1
126,8784,이제야 봤는데 너무좋았다 ㅠㅠ,1
127,25083,진정한 영웅에게 박수를 보냅니다,1
128,7530,"명료한 메시지 전달이 너무 좋고 아름다운 영상도 정말 좋습니다. 사실 처음 김기덕감독님 영화를 본건데 다른 작품이나, 김기덕 감독이 어떤사람인지 궁금하게 하는 영화입니다.",1
129,23111,"애나벨 , 컨저링 보다는 무섭진 않지만 더 재미있게 본 영화",1
130,29932,내용도 그림도 노래도 부족한 것이 하나 없어요. 최고입니다,1
131,14178,마지막 부분에 3편의 주인공들의 조인.,1
132,9922,아 마지막ㅠㅠㅠㅠ왜왜왜,1
133,4402,스릴러의 교과서...,1
134,8324,뭐야 이거 코미디였냐 나 화성인이 총으로 사람해골만들어서 밤에 잠도 못자고 울었음,1
135,28662,문학을 사랑한다면,1
136,11044,에드리언 진짜 연기 너무 잘하더라...흐흐흐,1
137,26545,사랑하는 유년 영화 중 하나. 정말 재밌고 슬프고.... 저 진짜 이 영화 보고 베개가 젖도록 울었어요. 언니가 놀릴까봐 혼자 고개 돌리고 숨죽여 속으로 꺽꺽 거리며 울었네요.,1
138,22112,보면볼수록 몰입하게 되네요다 맘에 들어요,1
139,1456,지뢰병 신분으로 교관이 틀어줘서 본 영화인데 진심 몰입해서 봤음,1
140,17945,나름 괜찮은 방식의 히어로물(?)이라고 해야하나..,1
141,9061,학교에서 보여줬는데 집중 해서 봣는데 다시 마오쩌둥 OOO라고 생각한다,1
142,3102,좋아요~~좋아오ㅡ ~~^^^,1
143,26659,잔잔하니 볼만하다,1
144,24448,재밌습니다 연기도좋고 내용도좋고,1
145,12454,"대사 한 줄 한 줄이 예술, 소름이 돋음",1
146,227,정말 멋진 영화. 뭐 하나 안타까운 부분이 없어요..,1
147,12228,캐스팅만으로도 볼만~아오야먀 신지의 전작을 보신 분이라면 매우 므흣한.,1
148,27780,진짜 잘 만든 영화. 제한된 장소인데도 엄청난 긴장감이 있다.,1
149,8981,볼때는 재미없지만 몇년 지나면 계속 생각나는 영화,1
150,9980,영화도 보고 공부도 하고!,1
151,27970,실제부부인줄ㅋㅋㅋㅋ굳,1
152,22109,"어디서 이렇게 개성넘치는 배우들만 모아놨을까? 아이가 집안에 혼자 남아 있을때 좀 더 사이코패스적인 연출을 했더라면 이민기로 안보였을것 같다 , 너무 재미있게 봤고 씁쓸한 마무리도 좋다 . 다음 영화가 너무나 기대 된다",1
153,13235,우리는 시간에 너무 예민하다. 모리를 보고 깨달았다,1
154,23252,"미술, 촬영이 굉장히 돋보였던 영화",1
155,9801,덴젤 워싱턴..믿고 보는 영화. 영화 구성과 시나리오까지 우수,1
156,26358,"한없이 사람좋을 것같은 맷데이먼과 악역전문 존보이트, 좋은 배우만으로도.",1
157,25109,"warm ShiHou, ! Support you forever!fighing!",1
158,28514,좋고 좋은 좋은영화..,1
159,26175,많이 공감했다. 안나에게서.,1
160,17993,영규형싸랑해!! 넘넘환상적이셨어요!! *^^*,1
161,25449,다음엔 더 잘 하겠지...,1
162,17807,마음을 적시는 따스한영화 .. 정말 좋았다 ^^,1
163,2774,주인공에게 다가온 최대의 반전.. 간만에 좋은영화..,1
164,25958,"사랑의 충돌, 이해 등을 세인물을 통해 가슴아리게 표현했네요..",1
165,2300,전작과 이어져서 재밌에 봤음.. 안이어 진다는 사람 애니나 처 보지 말고 소설읽기를,1
166,17809,1편부터 쭉 다 보세요 재미있습니다 후회 안해요 특히 남자분들...,1
167,29751,민검사님 멋쩌요ㅜ 푹빠져있답니다ㅜㅜ시즌3 꼭 나왔으면 좋겠어요!! 기대하겠습니다!!,1
168,17490,꼭 메세지를 원할필요가있을까우리는 영화가 보여주는 아름다움과 그것으로 인한 짜릿함으로 멋진 133분을 보냈다,1
169,1493,가족첩보스릴러인 완성도 높은 작품으로 인간의 심리와 이해 그리고 가족애를 잘 녹여내며 긴장감과 몰입도가 높은 웰메이드 드라마,1
170,6454,그저 잘 만든 영화가 아니라 완벽한 작품이다. 지아장커는 천재다,1
171,29560,"단순한 추억의 영화 그 이상.,",1
172,21891,정말 짐까지영화보면서 운적이없었는데 이영화보고 펑펑울엇다 정말 최고의 영화다,1
173,23980,감탄스러웠다. 무엇하나 지루하지않고 끝까지 여운을 주는 영화. 특히 스토리부분에서 굳,1
174,15566,조낸 웃기기만 하구만...ㅡ.ㅡ;,1
175,24213,다음편 언제 나오나요...ㅠㅠㅠ,1
176,3740,연주실력이 좋아야만 좋은 음악이 된다고는 생각하지 않는다 연기실력이 좋아야만 좋은 영화가 된다고도 생각하지 않는다 그들의 어설픈 '첫 연기'에 박수를 보낸다,1
177,24267,형제가 야구공 주고 받을때 나는 울컥 해버렸다..,1
178,10929,애잔하다 가슴이 아픈 영화,1
179,4688,아주 좋아요.,1
180,27089,"극적요소가 많아 약간 산만, 하지만 재밌고 아름다움! 대사와 영상이 멋지다!",1
181,2784,괜히 홍상수가 아니구나. <옥희의영화>보면서는 뭔가 싶었는데. '찌질함'을 드러내는 컨셉이 너무 현실을 앞지른건 아닌가 싶긴 하지만. 한번 다시 보니까 그렇지도 않네.,1
182,14817,이 영화의 갑은 ost입니다. 들어보시면 못 빠져나오게 됩니다.,1
183,17340,너무나도 사랑하는 애니메이션,1
184,6886,솔로강추!!사랑에빠지고싶게만드는영화!!!,1
185,17765,완전 대박 스트리트 나이트 완전멋짐 액션영화 추천 하시기 바랍니다.,1
186,11944,아 그립네요.. 그때가,1
187,23458,너무찡하지만 그런감정을너무절제시키는영화.,1
188,19263,죽음이 토핑된 깔끔한 우디엘런의 브런치,1
189,15307,극장판 안봤는대 저 가면닝겐이 오비토?,1
190,2975,"지극히 사실적이어서 지극히 춥고, 슬프고, 인간적이다.",1
191,29955,울고 웃고 행복했습니다~^^,1
192,28639,너무너무재밌는영화ㅋ 오마이갓! 지저스 크리스마스~~,1
193,12341,이게 본좌다,1
194,10730,제 개인적으로는 애니메이션 아닌영화통틀어서 본 영화중에 여운 남는영화중 탑3에 들음 감동 그자체...,1
195,20766,조기종영이 너무 아쉬운 드라마..ㅠㅠㅠㅠ,1
196,4415,이런영화좋다...,1
197,12673,"아이언맨1,2,3,4에다가 어벤져스1,에이지 오브 울트론에다가 토르 천둥의신 에다가 너무 재밌어서 별10개를 드립니다.근데 영화 이거다 만든사람 힘드시겠어여.그럼 수고하세요.다음엔 더 재밌는 영화를 보면 좋게네요.",1
198,22232,삶은 꽤 빈번하게 진실에서 빗겨나간다.,1
199,20585,두 거장의 조합,1
200,27252,"""평식이가 평점 5 점 줬으면 ,최소한 곱하기 2 배 평점 10 점 줘도 되는 영화다(웃음)평식이는 크리스토퍼 놀란의다크나이트에도""""동전 던지기는 너무 진부래""""이러면서 평점 7점 주는 인간.평식이가 평론가면,나도 영화감독이다.스마트폰으로 촬영할줄은 아니까""",1
201,29465,최고의 컬트코메디 ㅋㅋㅋ,1
202,16051,ㅋㅋㅋ 전우치싫어하는 사람 말해라 다 혼줄을 내줄거야,1
203,17701,여러번 볼수록 제대로 볼 수 있는 영화,1
204,19961,정말 재밌었던 기억..,1
205,5223,붉은매다시보고싶다.,1
206,17259,와.... 내가 왜 이제 봤을까...진짜....,1
207,10987,아버지를 간병하는 사람중 한사람으로서 주인공의 모든 상황과 갈등을 공감하며 마음이 아팠다.사랑하는 사람이 아파서 간병수발을 들어야 하는 때가 일생중 반드시 한번은 올 것이다.이런영화 너무 고맙다.,1
208,7029,최고의 영화,1
209,24916,"좋다,",1
210,12703,"재밌었다. 홍상수영화를 볼 때마다 드는 생각이지만, 그가 바라보는 세상, 혹은 영화 속 등장인물들의 관심사는 언제나 사랑으로 포장 된 사람사이의 관계, 욕망, 속물성을 드러내는 무언가이고, 그 근간에 흐르는 화두는 언제나 섹스인 듯...",1
211,26803,"오랜만에 정말 괜찮은 영화봤습니다. 신비,감동...ㅠ.ㅠ",1
212,13595,이쁜 여주인공 잘생긴 남주인공,1
213,9123,평점 왜 이래?? 재밌던데??,1
214,24493,배우의 연기력에서 지렸다...선과악을 어떻게 그리 표현을 잘하는지..,1
215,205,액션보단 가족애가 주제인 영화. 한국배급사들은 언제 정신차릴지.,1
216,1146,볼만했어요~ㅋㅋ뭐랄까? 스토리가 예측이되는..???,1
217,10920,장미빛 연인들 최고에요 짱,1
218,22013,이반전이란 거 예상하고 봤는데 보면서 범인이 그사람이아닌거같이 헷갈리게함 그리고 범인이밝혀진후 예상햇지만 놀람,1
219,15937,작은 힘의 위대함. 할리조엘오스먼트의 연기 너무 좋다.,1
220,26595,편안한 미소를 주는 영화. 야구를 좋아한다면 강하게 추천함.,1
221,3661,할아버지 할머니 웃는 모습이 너무 예쁘신 것 같내요.^^,1
222,28025,여자미모좋음....,1
223,22593,이 불후의 명작에 관람객 평점이 없다니 내가 한국 일빠다 캬! ;-),1
224,11598,My Mother The Mermaid 우리엄마매머드,1
225,15875,ㅜㅜ 어르신하고 소도 좋은데 가시길...,1
226,29508,마지막에 토마토 괴물이 똑 떼먹는 장면이 너무 끔찍했다... 어휴 소름끼쳐,1
227,2724,재미짐,1
228,1260,이영화가재미없다는한국사람들이이상하다,1
229,19022,처음 등록해 보는 평점일정도로 강렬했다말이 필요가 없다시나리오도 너무 좋은데 캐스팅도 너무 완벽해서 몰입도가 최고였고 재미없었던 장면이 하나도 없었다공감가는 독백과 대사도 많고흠잡을 데가 하나도 없는 드라마였다여태까지 본 드라마 중 당연1위,1
230,4512,당신은 내게 가장 소중한 손님입니다. 5월 마지막 영화 손님이 찾아 왔습니다.,1
231,4744,언제봐도 질리지 않는 최고의 영화!!!,1
232,4837,"행복은 주는만큼돌아온다. 아멜리에가 장님분도울땐 정말많은것을배운..우리가 가슴속에 지니고있어야하는 배려와 기적, 당연한메시지를 독특한 모습으로 담은 어른동화같은 환상적 영화. 순간의 사랑보다 확신이드리운 사랑은 더욱 가슴벅차게 다가오는듯",1
233,3275,"주인공의 내면 세계, 고뇌, 동료들의 갈등..모든것이 한대 어우러진 영화..최고다",1
234,1442,우리는 세상을 바꾸려 했어. 그런데 우리가 변했지.,1
235,15590,누구에게나 찬란해야할 유년시절이 힘들아이들에게 희망을,1
236,19868,인생과 사랑에 대해 다시 생각하게 만드는 영화..감동적이고 여운이 많이 남는다..아마 실화라서 더 그런듯,1
237,8198,재밌게잘밨습니다멜깁슨아찌조아용,1
238,23289,정말최고네요. 힐링이됩니다. 이틀을 통으로해서 다봣어요.제인생최고의 드라마가될듯해요.,1
239,5118,역쉬 쉬갈형님 쵝오~!!!!,1
240,10387,나도 알지 못했던 내가 있을 어딘가에 나를 찾아 떠나는 여행이 하고 싶어졌다.,1
241,965,굿굿 재밋음~뭔가 종합선물세트를 받은 느낌이랄까..?,1
242,8155,우리아들이 좋아하는 호빵맨 완전기대,1
243,1318,말이 필요없는 영화!!,1
244,29050,"오늘날 스타마케팅의 병태로 하여금, 이 영화에 찬사를 보낸다!",1
245,10357,정말 잼있어요. 아일랜드와는 또다른 수작,1
246,18030,잊혀지지 않는 감동,1
247,5455,봉묨ㅂ모몽모뭄ㅇㄷ,1
248,29319,모든걸 내려 놓으라고 말해주는 영화다.,1
249,23666,진정한 선장의 모습을 보여준 영화,1
250,29155,종로거리에 러버스 콘체르토를 들으며 단성사로 향하던 기억일새록새록...,1
251,4376,배우들의 연기가 인상적이다 콜린퍼스는 왜 맨날 귀족역을 해도 질리지 않는 것인가.. 제시카 비엘의 대사가 잊혀지지 않는다,1
252,12794,여주인공이 더럽게 못생겼지만 영화보는내내 입벌리고 멍하게 보게되었다 아래 말했던것처럼 최고의 떡밥영화다,1
253,709,희망이 가득한 영화 별점10점 !!,1
254,4829,10년만에 다시봐도 명작이네.. 점수가 이렇게 낮은 이유를 모르겠다.,1
255,7678,재미지구나 그렇군 그러해 그러하였어,1
256,24058,나는 인사이드맨 같던데ㅋㅋㅋ,1
257,20047,새벽에 보는데 소리줄이고 보니깐 스릴감있게봤다 ㅋㅋㅋㅋ,1
258,1316,"왕가위, 장국영, 비포 선라이즈. 서울의 하얀 밤을 떠다니는 외로운 그들..그리고 우리...",1
259,12687,"액션, 특수효과,젊은배우 없이도 매력과 감동이 넘치는 영화",1
260,10751,이따금 생각이 난다. 가족이 행복하게 함께하길 바라는 아빠. 그리고 마침내 전원주택 비싼 가구 전자제품을 들여놓지만 정작 혼자서 끓여먹는 라면. 초라함에 던져버린 밥상 그리고 그걸 다시 치우는 그 서러운 모습이..,1
261,6554,언제 보아도 흥미진진한 좀비 영화의 바이블.,1
262,17706,짱재밌습니다^^♥코난하면축구~도일이해도축구~미란이는좋겠다♥^^~~,1
263,28688,장진영 베드신보고 깜짝놀랐다.. 이런,1
264,7898,"""이 영화를 본후.. 조난실의 """"개여울""""은 내 폰의 벨소리가 되었다.. 몇년이 지난 지금까지도 가슴에 아련히 맺혀있는모던보이..""",1
265,2825,생각보다 의외로 괜찮았던 영화,1
266,25714,좋은 영화!,1
267,23445,잔잔한 영화 기분이 묘해진다는...ㅎㅎ,1
268,18697,따뜻하고 아기자기하면서도 발칙한 스토리. 애기들의 귀여움도 귀여움이지만 남편과 바람핀 여자의 화장품가게를 엉망으로 만드는 영화 라붐의 한장면을 보며 웃는 콜레트의 모습이 현실적이고 씁쓸하다. 사랑과 죽음의 의미를 되새기면서도 귀여웠던 영화.,1
269,13179,절박한 상황속에서 보이는 인간의 모습을 볼수있어 좋았습니다,1
270,2635,이드라마의 시청률이 한팬으로써 마음이 안좋았지만 나는 깨달았어.. 시청률이 낮을수록 재밌고 마음이깊이 느낄수있는 드라마라는걸,1
271,10218,재밌어요 나름 괜찮음,1
272,15264,지독히 괴로운 삶에관한 이야기. 당신은 행복합니까? 너무 저평가 되었다.,1
273,753,영화 만들어주셔서 감사할 뿐,1
274,5177,♥,1
275,7631,간간이 터지는 웃음 그리고 영화관을 나서고 나서의 기분 나쁘지 않은 먹먹함,1
276,22281,볼만함,1
277,22494,학교에서 음악시간에 보는데 너무 재밌었어요ㅋㅋ 줄다람쥐들이 짱!!!!!!,1
278,25961,괴팍한 할머니가 너무 재미있네요!! 웃겨요!! 웃을일 없는분들 보세요~~,1
279,24643,정말감동적이었어요..,1
280,8325,나만 당할순 없다.... o(｀ω´ )o,1
281,13557,다시봐도 잼있네요. 사랑과 전쟁을 적절히 다룬 영화? 몰입감 최고에요,1
282,23956,영화관에서 본 내가 자랑스럽다,1
283,20471,"완벽한 영화였다 , 그럴 법한 상황의 연속",1
284,423,"단 한순간도 지루할틈없이 마지막까지 눈돌릴틈이 없었고 마지막에 자신이 사랑하는 이를 지켜가는 좀비의 모습또한 너무 인상깊게 남아있을것같다 오래도록, 많은 좀비영화들이있는데 이영화만은 그영화들과는 다르게 특별하다고 느낀다.",1
285,12395,진짜 한마디로 최고다//.//,1
286,18112,한명을 죽이면 살인마지만 대량학살을 하면 영웅이 된다라...그 말이 잊혀지지가 않는다,1
287,29369,드라마를 원래 안보는 사람인데 재밌습니다. 푹 빠졌습니다.,1
288,10570,...,1
289,11334,같이 성장한 나루토를 보며 감동을 느끼고 아쉬움을 느낀 작품이였다. ost도 아주 좋고 나루토를 위해 자신의 목숨까지 바치는 히나타의 마음을 이해한 나루토 그리고 한층 더 성장한 친구들내 기준에서는 최고의 명작이다!,1
290,25724,재미있네요,1
291,15503,이영화 톰크로즈의 완벽연기 잘짜여진 스토리 심심하지 않네요 짱입니다,1
292,16193,치즈!!!!!!!!!!!!!!!!!!!!!!!,1
293,9386,아니고 싶은데 트위티좀비,1
294,22930,역시 고전에서 배울게 많지요~ 재미있었습니다 !!,1
295,11989,난이게인셉션보다재밋음,1
296,326,잘나갔지 콜트~,1
297,880,영화가 되게 아름답게 나왔다,1
298,8681,감정이 있는 동물 그것이 욕구이다.,1
299,23736,"단 한순간도 지루한 장면이 없다는 게 이 영화의 가장 큰 장점.감독의 연출력이 장난아닌듯~어릴 때 보고 스토리가 충격이라 인상에 강하게 남아있었는데, 이번에도 정말 시간가는 줄 모르고 몰입해서 봤다. 악역과 싸우는 씬만 빼고는 전체적으로 완벽한 영화",1
300,27833,영화관에서 본 영화중 가장 무서웠던 영화.. 빨리 끝나길 바라긴 처음이였음. ㅋㅋ,1
