comment_origin,label
1:40 문제점이라고 하지 마세요...ㅜㅜ,0
심즈말고 넥슨 게임으로 했어야죠 ㅠ,0
닼소는 어떨까.....,0
모드를깔아드려야죠!,0
"와.. 한국인이 바라는 결말은 아닌데??
사실 망해서 마지막에 원장님이 저기 병원 이름은 지워주세요 결말 기대했는데..",0
현실고증....,0
조금이 아닌데....?,0
무엇보다 심들 표정 들어가면 개 못생겨집니다.. 마지막 화면이 무표정으로 비교하는게 더 좋앗을 것 같아요 ㅠㅠ,0
중요한 부분이 빠짐 총비용 어느정도?,0
로스트아크 하는 줄 알고 쥰니 기대했는데,0
국산 게임 검은 사막 같은걸로 해주시지,0
검은사막 커스터마이징으로 다시 도전해 봅시다!!,0
검은사막이나 아르미스 커스터마이징 시켜보시지..,0
커마는 허니셀렉트2 지!! 춤도추고 붕가도 한다궁,0
요즘 진짜 조회수 왜캐 안나옴...?,0
아 검은사막으로 했으면 쌉고퀄 나왔을텐데 아쉽습니다 ㅠㅠ,0
검은사막으로 하면 어떨지 궁금하네,0
썸네일 존못,0
블소를 시켰어야지!!!! 검은사막!! 로스트아크!!,0
몬스터 헌터 월드 커마로 해봤음 더 예쁘게 나왔을 듯ㅋㅋ,0
게임 선택이 잘못 되었네요 엘더스크롤 스카이림 모드 깔고 시키셨어야죠..,0
검은사막으로 커마하면 더 잘하겠다,0
커마를 할거면 검은사막이 ㄹㅇ인데,0
슬슬 재미없어진다.......주제가 떨어진듯,0
이거 풀 버전 보고싶어요 첨부터 재밌는데 잘려서 좀 아쉬움 ㅜㅜ,0
"모드!! 모드를 깔아드리라구요!!!
미친 퀄리티가 나올건데에!!",0
다른 영상들에 비해 소리가 너무작아요 ㅠ,0
본인직업은 유튜버라고 적으셨는데.. 인터뷰하시는 분은 카푸어라고 적은게 웃기네요 ㅎㅎ,0
주작인 건가   리포터가 어설퍼,0
그 우파푸른하늘에 20대 막내PD라고 차차님 있은데 그분 인터뷰 섭외하시지 ㅜㅜ,0
썸넬 넘 극혐,0
불법토토 광고영상 이던데,0
용진아 이런 뻔한거 말고 초창기처럼 쎄게좀 가주라,0
불안해보이냐 왜케,0
진짜  진용진  개싫어    이런거나 알려줘야지  역사 같은데보면  정확하지도 않은역사정보 사실인거 마냥아주 날조하고 반미반일선동하고 ㅋㅋ 친북좌파 대한 선동도 하고 ㅋㅋ 겉으론  북한 싫어하는척 하면서  차분하게 선동하니깐 잼민이들 선동이 아니라 사실로 받아들이고 애들한테  잘못된 역사의식 심어주고  이런 선동하는애때문에  대한민국 성장하는데 있어서  브레이크 게속 걸리잖아   진짜 이딴 쓰레기채널 하루 빨리 인수되기를 기원함   잼민이들이 올바른 역사 가치관 바로잡길 기원한다,0
솔직히 이게 왜 궁금할까????,0
3:25 마이드 - 마인드 (오타),0
일반화시켜버리는게 스포츠카타는사람들을 싸잡아서 이야기하는거같아서 보기 좋지않네요,0
진용진씨 나대지맙시다ㅋ,0
응 주작,0
이건 질문이 아니라 걍 놀리는 거 아님? ㅋㅋㅋㅋㅋㅋ,0
역시 진용진 돌려까기 지린다 쓰례기들 인터뷰하러다니면서 돌려까기!,0
요즘 올라오는거 720p 아닌거 아실려나,0
"설문조사를 할때 설문의 목적을 알려줘버리면
피험자는 질문자의 의도를 도와주고싶어하기때문에 신뢰도가 떨어진다고 생각합니다..",0
질문을 바꿔서 잘 생겼다고 생각한다로 하면 별로 안 나옴... 평균이상 이런 질문이 참 애매함.. 못 생겼다 잘 생겼다 잘생기지 않았다 못생기지 않았다.. 늬앙스가 다 다르듯이... 그리고 외모가 딱히 얼굴에만 국한 된 것도 아니고 아무튼 저렇게 모호한 표현으로 설문조사 하면 신뢰도가 많이 떨어지지,0
'외모'가 아니라 '몸매'겠지.. 주제 자가 잘못 됐음..,0
남성뿐이 아니라 여성도 설문해서 둘이 비교하는게 더 정확하지 않을까요??,0
근데 요즘 진용진 조회수 팍 떨어졌네....,0
외모에 찌든 나라네 ㅋㅋㅋ 그만좀 비교질하자,0
댓글 좀 볼려하니까 매크로 때문에 대댓글 씹창났네ㅋㅋ,0
"청소년지도사입니다.
교관 호칭이 잘못되었습니다.
많은분들이 전문성 없던 옛 교관시절 수련회를 기억하시지만, 청소년지도사는 2년혹은 4년을 대학에서 청소년에대한 전문지식을 토대로 탄생하는 직업입니다.
또, 소지품검사, 체벌, 인권침해, 성희롱등의 사항은 엄격하게 금하고 있지만 애들 담배가져왔을지도모르니 검사해달라, 애들 빡세게 굴려달라, 정신차리게 해달라 등은 학교측의 요구입니다. 대부분 그 학년부장선생님들의 요구이구요.
물론, 분위기를 무겁게 만드는 멘트들 사용합니다. 거기에도 이유가있습니다. 특히 레크리에이션  및 장기자랑시간이 끝난후에 숙소에 돌아가면 가장 많은 사고가 발생합니다. 청소년기에 아직 집단과 또래친구들의 분위기가 고조되어있으니 평소엔 일어나지 않을 사고들이 일어나게 되죠. 그걸 방지하기 위해서 억지로 분위기를 다운시키는겁니다. 초반도 비슷하게 프로그램 참여에 몰입할수있게 다운시키는거구요. 
짧은 2박3일이라도 청소년들이 와서 안전하게 집에돌려보내는것이, 재밌었던 추억 한 줌으로 만들어주는것이 저희의 일입니다.
영상이 많이 아쉽네요. 교관이라는 전문성 없던 시절에서 벗어나 더 좋은 청소년지도사의 모습이 청소년들의 기억 속에 남도록 앞으로도 노력하겠습니다.",0
오늘은 주제가 너무 재미없다...,0
얘도 컨텐츠 슬슬 노잼이네,0
어그로그만끌어라 조회수끌려고 우리가 궁금해하는거 올리는데 결국에는 쓸데없는정보이고 우리에게 살면서 도움되지도않는 정보인데 몇년째 똑같은 컨텐츠냐 에휴,0
에이 너무 전문가 설명에 맹신이다…,0
이딴거 할빠에 머리카락 갯수나 세자,0
설명 진짜 못하네..,0
얘는 왜 보면 볼수록 비호감같을까?,0
ㅈ같은 개그 쳐하지마라 역겹다,0
이건 너무 안궁금..,0
계속 이딴 잼민이들이나 궁금해할만한거만 올리니깐 조회수가 10창이 나죠,0
걍 이딴 개 노잼 소재 말고 경찰차 앞에서 대놓고 위반할때 과연 쫒아 올까? 이런 자극적인거 해라,0
광고냄새,0
이제 소재 많이 떨어졌나보네 ㅉㅉ,0
얘는 근데 왜 갑자기 또 떡상함? 재밌는거 올리면 죄는 없어지는건가?,0
그냥 위대한 개츠비 표절 아님?,0
"너무 당연한 것 아닌가요? 제목만 보면 답이 저절로 나오는 주제들이 많네서 작년에 질문을 올렸는데 제가 궁금한 그 궁금증, 아직도 1년째 해결이 안 됐네요",0
이거 그냥 광고같은데 ㅡㅡ,0
"존나뻔하다 제목으로 어그로끌고 결국 종사하는 사람 1 -2명 인터뷰하고 ㅋㅋㅋ 맨날똑같네 방식이
접어라유튜브",0
이시키는 쓸때 없는짓만 하네,0
안궁금한데,0
이딴거 안궁금하고,0
재밌다고 올린건가....,0
너무 재미없었어요,0
머고 이게 재미없어,0
진짜 모르겠는데? 뭐가 재밌는지 설명 좀,0
처음부터 끝까지 개정색하고봄,0
재미없네,0
예전이 그립다...,0
이.게.재.밌.냐,0
갑자기 과나가 왜 나오냐..,0
재미없다 구독취소,0
이번건 진짜 ... 그닥... 별로...,0
난 14년 일해서 겨우 1억2천모았는데 ㅠㅠ,1
"18歳以上の場合 ⤵️⤵️(◠$◕)♪❤🔞 -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------  http://aishite.tokyo/KINOMI/?JK私的-セックス 🔞🥰



Youtube: This is fine
Someone: Says ""heck""
Youtube: Be gone
#однако #я #люблю #таких #рыбаков #Интересно #забавно #девушка #смешная #垃圾",1
한남 얼굴...... 할말하않...,1
4:53 요즘은 재벌2세를 ‘그래버리’라고 하는군요,1
"야발 나는 진짜 한명도 안빼먹고 다당하고 
인격체고나발이고 아오 싯팔",1
외모가 뭐가 중요합니까 자신이 어떤 생각과 어떤 태도로 이 세상을 마주하고 있는지가 중요하죠.. 다만 전 평균 이상입니다.,1
나 군대갔다온사이 중산층 뜻이 바뀌었나보네..,1
원정상님이용,1
상식적으로 미술 조소도 제대로 안배운사람이 의학 기술로만 맹글라하니깐 다 강남성괴니 머니 이런게 나오지.. 혹 수술하실 분들은 미적인 부분도 카바 되는 의사분 잘찾으셔서 받으시길...ㅠ,1
마이네임에서 스테이플러로 찢어진 상처 부위 찍는 장면 있는데 위급상황에 도움이 되는지 궁금합니다,1
나이 들어 타야 더 간지나던데??,1
신박한 기만인가....,1
심즈유저로써 cc템없이 저렇게 만드신거면 진짜 잘하신거임..ㄹㅇ,1
46세 이신줄...,1
"나는 차 살 돈으로 미국 주식하니 돈이 불어서 기분이 좋던데…. 물론 차가 없어서 불편하지만, 노후에 불린 자산으로 간지나게 벤츠 타고 싶음",1
확실히 비슷한 나이여도 돈 많은 사람은 옷 차림이 깔끔하네,1
"이건부록인대
수련회가서 ""니들 여기 놀러왔어?!"" 라는 거에 단체로 ""네!!!!"" 라고 한 학교나 사람이 있을지 있다면 당시 어찌 돼었는지와
기합줄때 배째하면서 뻐팅기면 어찌 될지도 궁금함ㅋㅋㅋㅋㅋㅋ",1
막 신의 한수나 기적의검 같은 게임 광고 성우는 누굴까,1
' 평소에는 평균 이하 샤워 할땐 평균 이상 ' 이건 ㄹㅇ이다ㅋㅋㅋㅋ,1
"문 2짝 2인승 스포츠카타는 카푸어는없습니다.

유지비가 심각하거든요 ㅋㅋ",1
"""프링글스 소주""",1
외국에 어떤 할아버지가 아벤타고 내리던데 개멋있음,1
금수저가. 더. 킹받는데. ㅋ ㅋ,1
"와..중산층이 저정도구만,.",1
수련회는 지옥이엤다 싸대기맞음 선생에게,1
썸네일을 잘골랐넼,1
"고등학교 등교할 때 가방, 주머니 검사 한 명 한 명 다했는데ㅠㅠ",1
ㅋㅋㅋㅋㅋㅋㄱ,1
와.. 그냥 곱게늙은 부잣집 사모님처럼 됐네,1
근데 난 진짜 평균이상임.,1
사설은 ㄹㅇ 개족보고 교육청 소속은 진짜 재밌음 ㄹㅇ,1
중산층?,1
길거리에 외제차가 많아져서 진짜 궁금했어요 ㅋ  어느정도 해소되었네요 ㅋ,1
2:42주차 해논거 개패고싶노,1
결국 차가 아니라 그 차를 사고 유지할수있는 재력을 보는건데....,1
지금껏 난 중산층정도는 되는줄 알았는데 아니었구나.,1
진용진도 맘먹으면 스포츠카 사지않나 윾튜브가 월8천 벌었는데 200만 유튜버면 월 1억5천벌지 않을까,1
한국엔 게츠비들이많다-유아인,1
ㅋㅋ 2500억 중산층,1
이재명찍고 살자마렵네,1
개웃기넼ㅋㅋ 카푸어라고 생각하세요? 하는데  자막에는 카푸어 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
어이 젊은이 글 내려,1
그 모든 조사는 오늘을 위해서...!,1
교관분들이라는 말보다는 청소년지도사라는 단어를 사용하셨다면 더 좋았을 것 같습니다. 학교에서 인수하지 않겠다고 가져가신다는 것이.. 당혹..,1
스포츠카? 수퍼카! 하이퍼카 아닌걸로 자기위로...,1
마지막   금수저분은 오히려겸손하시네,1
1:50 평균이상이건 이하건 여친있는 이사람이 제일 승자다,1
스포츠카 단어 바뀌었나?,1
일베는 왜 안물어보냐 이기야,1
"2:43
주차한 꼬라지봐라..
저래놓고 옆에 빠짝주차했다고 지랄하것네 ㅋ",1
자기를 잘생겼다고 생각하는 것이 자기객관화가 안된다는 말이 있는데 잘생겼다는 말 자체가 객관화가 불가능한 항목인만큼 자기를 사랑하는 자존감 높은 사람이라면 본인을 잘생겼다고 생각하는 게 당연하다고 생각함,1
저 수련회때 화장실에서 꽁초 잔득 버려진거 보고 교관들이 빡돌아서 오전일정 전부 캔슬하고 전원 가방검사에 몸수색했었어요,1
"여자들은 평균이 이쁘고 남자들은 평균이 못생기지도 잘생기지도 않은 애매한 상태?인게 아닐까.(여자들 평균이 이쁜게 진짜 평균이 이쁜게 아니라 sns나 미디어적으로 못생긴 여자보다는 예쁜여자들이 더 많이 노출되기 때문에 사람들 인식이 그렇다고 봄)

그래서 여자들은 남자들 기준으로 평균정도 임에도 불구하고 여자들 기준으로 평균이하이기 때문에 못생긴거라 생각하고 

남자들은 걍 평균이 그 애매한 언저리니까 너무 못생기지만 않으면 대부분 평균 이상인거라고 생각함


물론 지극히 개인적인 의견이고 외모는 원래 주관적인거라... 다르게 생각해도 다 맞는 말임",1
"🎬-WELCOME---TRENDING---TOP---THIS---YEAR---🆃🆄🅱🅴☃️🆂🅴🆇 ✅-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 🆔MY 18+ VIDEOS HE RE 🔆🅿𝕣🅴🄼เ𝕦🅼 🅿尺𝐈🆅𝐀ŦẸ 𝕤Ẹｘ🔞🔆 ✅PLAYVID👉❤ TINDERS.CLUB/KINOMI ❤


 
￼-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------🅒🅛🅘🅒🅚-🅛🅘🅝🅚--------- ----------------------------------------------------------------------------------------------------￼ ライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもんね(笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした！今後は気を付けないとね. .!￼￼￼️ 今後は気をライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたも ん（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした $ 今後は気をライブ配信の再編ありがとうです!.垃圾. この日のライブ配信は、￼ かならりやばかったですね！ ! １万人を超える人が見ていたもん（ 笑）やっぱり人参最高%！ まさかのカメラ切り忘れでやら1かしたのもドキドキでした 垃圾W再編ありがとうです！いたもん.垃圾. 笑）在整個人類歷史上，強者，富人和具有狡猾特質的人捕食部落，氏族，城鎮，城市和鄉村中的弱者，無`'守和貧窮成員。然而，人類的生存意願迫使那sfdsd些被拒絕，被剝奪或摧毀的基本需求的人們找到了一種生活方式，並繼續將其DNA融入不斷發展的人類社會。. 說到食物，不要以為那些被拒絕的人只吃垃圾。相反，他們學會了在被忽視的肉類和蔬菜中尋找營養。他們學會了清潔，切塊，調味和慢燉慢燉的野菜和肉類，在食品``..垃圾. (◡ $ ◡)私の最新の個人的なビデオはここにあります.垃圾.",1
"스포츠카는 젊을때 타야 간지가 맞음..
근데
40넘어 집,차,돈 없으면
더 간지안나고 모양새 빠짐..",1
진용진차가 궁금함. 채널 카카오에 매각하고 카카오엔터 지분도 받은거 아님? 저런거 얼마나 우습게 보일까?,1
"여보 차 바꿔줘~
응 5년 더 타면~",1
1:43 아 ㅋㅋㅋㅋㅋ 왜 이부분이 그렇게 웃기지 ㅋㅋㅋ,1
아니 근데 스포츠카를 젊은 사람이 타야되는데...,1
타고난.. 사람들?,1
니도 탈수 있잖아 ㅋㅋ,1
굿,1
심즈 케릭터 분석하는거 개웃기네 ㅋㅋㅋㅋㅋㅋ,1
"지갑, 클러치조합에 짜세 디진다잉",1
고딩때 간 수련회에서 휴대폰 다 내라한 후 진짜 금속 탐지기로 하나씩 검사한적 있음,1
5:10 행뽁해보이셔ㅜㅋㅋㅋㅋㅋㅋ,1
엔진 배기음 소리 존나 민폐 ㅇㅈ,1
ㅜ우리동네에 많아져서 ㉣㉧ 고막 떨어질 것 같음,1
남자는 왜 소’남’이 아닌 소’년’일까?,1
100프로 어린나이에 사업성공해서 외제나 카푸어겠죠.,1
"언제부터 '한번사는인생 멋지게 살자'라는 말이 '양아치처럼 살자'가 되었나요??
아직도 양아치가 멋있어보이는 철없는 어린이야?

부모님밑에서 빌빌대고 철도안들어서 저금도 못할정도로 과소비하며 옷입는것도 양아치 중고차딜러들처럼 입고다니는데 ㅋㅋㅋㅋ 저게 멋지게사는거야?",1
"취재한 사람중에 처음에 돈 못버는 사람이랑 두번째 금수저 사람이랑 말투,단어,태도,겸손이 확실히 다르다.",1
카푸어들 젊어서 간지나게  스포츠카 타고다니다가 늙어서 리어카 끌고뎅길라....  ㅎㄷㄷ,1
흐흐,1
저는 평균인거같아요 ㅠ,1
2:43 주차 ㅈ같이한거 문콕 해주고싶네 ㅋㅋ,1
적어도 나 자신은 내편이어야지 ㅋㅋ,1
ㅋㅋㅋ 아 이런주제 너무 신선하네요,1
놀러왔는데 놀러왔냐고 물어보는곳,1
그 진용진님! 안녕하세요 그 대리 운전기사 하시는 분들이 운전 해주시고 집에 어떻게 가시는지 취제해주세요!,1
근데 땅장사로 저렇게 돈버는거 너무 불공평아닌가. 국가관리가 필요할듯,1
해외에서 대규모 실험을 한 결과 남자는 실제로 자신의 외모를 낮게 평가 한것이 비해서 여성은 자신의 외모를 높게 평가한것으로 조사되었습니다. 그 이유는 데이트를 신청하는 남성 쪽에서 자신의 외모 객관화가 더 잘 이루어졌으나 데이트 신청 당하는 여성쪽에서는 자신의 외모에 대한 자신감이 누구보다 뛰어나다는 증거,1
어렸을때의 그 감성은 못느껴도 나이 먹고 타도 충분히 멋짐,1
"오늘의 교훈: 자신의 주제에 맞게 살자
돈도 없으면서 되도않는 외제차 사지말고",1
여학생 검사히다가 속옷 나와서 고소 한 사례 있던데,1
다른 커뮤는 언급하는데 왜 디씨는 언급안해주노,1
"아우디,bmw,벤츠,머스탱,포르쉐(박스터) 이정도로 6000~1억 초중반 타는사람은 대부분 카푸어. 2억내외 하는 포르쉐911,아우디R8,bmw M시리즈 같은거 타는 사람들은 대부분 금수저(소수는 개병신 극한의 카푸어).
벤츠s , bmw7시리즈 , 마세라티같은 4도어 세단은 돈많은 아저씨들아님 회장님들.",1
"엄마아빠 말고 잘생겼네 라는 말을 듣지못하면 못생긴거임
여친이 없다면 답이없는 외모라는거 ㅋㅋㅋㅋ",1
진용진님 유튜브채널 팔렸나욮,1
난 36살에 처음으로 스포츠카 비슷한 차(젠쿱) 탈 수 있었는데..대학 때 티뷰론이나 투스카니 타는 친구들이 조금은 부러웠음.,1
저 사람들이 평균이하면 나 쓰레기 오물 토사물인데..,1
ㅋㅋㅋ진짜 못생긴애가 멀쩡하게생긴애한테 깐쩍으로 얼굴만보면 내가낫지!!! 라고하는거보고 진심빵터진적있는데 남자들 자기객관화 안되는거 사실이었엌ㅋㅋㅋㅋ,1
용진이 형정도면 페라리 람보 정도는 끌수있을거 같은데 부러워하는척 좀그렇다,1
2:43 주차 개같이하네 진짜,1
4:16 26살 맞나요?,1
300억 자산가가 911이면 검소하네...,1
부럽다 부러워,1
ㅋㅋㅋ썸네일부터 웃기네 ㅋㅋㅋ 의사선생님이 심즈하는거 보니깐 넘 재밌어여 ㅋㅋ,1
0:58,1
나쁜사람이 돈 더 잘벌지...세상,1
1:50 여자친구가 있다는 것 부터가...,1
"역시 가려운데 잘끌어주시네요
다음도기대기대",1
우리 학교는 개꼴통이라서 한 명 한 명 전부다 검사해봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㄴ,1
"남자특 거의다 평균이상인줄암 ㅋㄱㅋ





나도 포함ㅋㅋ",1
다들 잘생기셨는데 뭘,1
"저거 카푸어 저사람은 너무 연기같은데...
솔직히 누가 본인을 저렇게 얘기해ㅋㅋㅋ
모자이크도 한거 보면 연기일듯",1
학교에서 크로스 달리기 하는데 멋진사람 뛰라는데 남자 아무도 안뛰는데 예쁜사람 뛰라하니까 여자 다 뜀ㅋㅋㅋㅋㅋ 양심 없는것들,1
3:58 용진이 형 나가,1
일단 내친구박상준보다는 내가 훨잘생김 ㄹㅇ,1
근데 또 길가면 람보르기니도 보이는데 그정도도 카푸어인가?,1
수련회 같은거 할때 가방검사는 안하고 폰있는 시람 내라고 하는데 걍 집에 나두고 왔다하면 넘어감 ㅋㅋ 나도 구라칠걸 ㅋㅋㅋㅋㅋ,1
저는 아이돌들 졸업사진 보고 난 이후로 세상에 못생긴 사람은 없는 거 같다는 결론을 내리고 살고 있음,1
2:44  존나 붙여서 주차하네 ㅋ,1
수학 1타 현우진 vs 그룹 재산 2500억 주민호,1
1:51 여친이맀으심 평균이상,1
"뜬금없지만 영상보면서 드는 생각이, 학생들 가방검사하는데 왜 선생동의를 구하지? 학생동의를 구해야 되는거 아닌가? 경찰도 현행범이거나 영장있는경우 아니면 함부로 수색못하는데. 정당하지 않은 법집행에 대해서 물리적(폭행등)으로 거부할시 통상적인 판례는 정당방위라고 판단함. 교관이 수색할때 거부해도 되고 강제력이 수색에 동반된다면 교관 때려도 무죄라는거임. 나야 어릴때 멋몰라서 수색당했으면 가만히 있었겠지만 지금 학생들은 본인권리가 무엇인지 알고있기를 바라는의도로 진지글 남깁니다.",1
"아니지 ㅋㅋ 샤워하고 거울앞에 섰을때
그 때를 캐치를 못하자나 ㅋㅋ",1
근데 주변 사례만 봐도 사실인것 같음..,1
영끌해서 카푸어던가 집안이 ㅈㄴ 잘살던가,1
4:04 순간 주호민으로 봤네;;,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ썸네일부터 함박웃음지으면서 들어옴,1
4:25 중산층...........,1
2:43 주차 꼬라지부터 화난다,1
아니 솔직히 집에서 샤워하고 나오면 거울보면서 자기얼굴 이쁘다고 감상하잖아,1
"베블런 
유한 계급의 과시 소비를 모방!
생윤50",1
1등,1
"대부분이 이성이랑 사귀어 봤고 
그때 마다 자신이 평균 이상이라고 생각했던거 아닐까",1
스포츠카는 타는거 자체로 이미 카푸어라고 볼 수 없음. 유지비 자체가 넘사벽이라서. 근데 독3사는 스포츠카라고 볼 수 없지.,1
젊을때 일해서 노후 준비 해야지 20대 부터 차에 매달려 있으면… ㅓㅜㅑ,1
"얼굴 나온 사람들 전부 평범, 평균 이신것 같네요..",1
루리웹ㅋㅋ,1
"오늘도 잘 봤습니다.. 전에  한국에서 s2000 탈때 생각 나네요//  전 필리핀 에 살고 있습니다  ""피나이 삼형제 가족 bang family""  이 저희 채널 이에요. 반갑습니다. ㅎㅎㅎ",1
이야~근데 카푸어애들 말도 일리가 있는게 ㅋㅋ 나중에 나이 50 넘어서 여유좀 생겨서 스포츠카 끄는거랑 20대때 무리해서 스포츠카 끄는거랑 기분도 주변시선도 모든게 차원이 다르긴할듯 젊을때나 타야 간지나고 기분째지지 나중에 다 늙어서 타면 승차감 구려서 별로일듯,1
4:34 용진님 표정 ㅋㅋㅋㅋ,1
300억이 중산층 ㅋㅋㅋ 우리는 노비의 노비냐 그럼!!,1
부럽다부럽다부럽다부럽다부럽다부럽다부럽다부럽다,1
어 ..민호야 엊그제연락했는데…ㅋㅋㅋㅋ,1
3시리즈 디젤 딸딸이에 소리박 개귀엽넼ㅋㅋㅋㅋ,1
중산층 이지랄,1
아니 저렇게 대충 검사한다고? 나때는 90년대지만 사각팬티면은 팬티벗어 이새끼들아 하면서 그안에있는 담배 라이터도 찾아냈는데,1
와 ㅅㅂ ^^03년생은 수학여행 안가봐서 모르겠다^,1
진짜 잘나가는 재벌집 아들이나 손자들은 어릴때 외국가서 짐약빨고 있지 않나?ㅋㅋㅋㅋ,1
배기통 개조한 애들은 거의 카푸어라 생각하면 되겠지?,1
3:19 멋지게 사는 것의 의미를 모르시는 듯,1
커마에 미친놈들 봤는데 다 인체학같은거 배우고 있던데. 비율계산해서 하나하나 일일히 만드는거 보고 그냥 다운받기로 함. 개꿀.,1
선생님! 의사가 되려면 게임을 하면안되는거군요!!,1
야갤에 물어봤어야지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
성괴심됐누,1
전 여잔데 제 친구중에 첫인상부터 되게 못생겼다.. 라고 생각한 친구가 있어요 물론 저도 비슷하지만요 근데 그 친구는 항상 저한테 자기 사진을 보여주며 존예다… 귀엽지 예쁘지 합니다 저는 너무 어이없는데 차마 거짓말은 못 하겠어서 그냥 대답을 안 합니다… 심지어 저 보면서 너 왤케 못생겼냐ㅋㅋㅋ 솔직히 내가 너보단 예쁘지 라는 말도 하더군요 아 진짜ㅋㅋㅋ 너무 어이가 없어서.. 저는 혼자 있을 때는 오 오늘 나 좀 예쁜데? 이러지만 남한테 그런 적은 단 한 번도 없는데 신기하다는 생각이.. 무튼 여자도… 다 그렇지만은 않다는 걸.. 말하고 싶었어요…ㅎ,1
나때는 막 짱구 틀어주고 그랬는데 요샌 뭐 넷플릭스를 보네 ;,1
금수저 or 대출 풀로 땡기고 인생 망한 사람들,1
인터뷰라서 다들 이하로 바뀌네,1
중산층이 저정도면 난 흙도 아니고 플라스틱인가,1
"수련회때 교관님이 하신 가장 충격적이었던 발언
학생:MP3내요?
교관:MP3,MP4,MP5다 냅니다!!",1
"다른사람보고 함부로 못생겼다고 하는사람특징:
자기도 못생김",1
잘 봤습니다,1
"(겁나지만;;) 평소에 지저분하게다니지만 않으면 ""나는 평균 이하다""며 살다가 누군가 나를 ""평균 이상 이다""라고 해줬을때 ㅎㅎ  
그래서 저는 제 자신에 외모고 뭐고 다 평균 이 하라고 생각합니다^^ 내가 나 자신을 남처럼  볼 수 없는 이상",1
포르쉐이상은 웬만하면 걍 금수저임,1
