,textDisplay,textOriginal,authorDisplayName,publishedAt,likeCount,authorProfileImageUrl,contents_or_feedback
10,용진아 너도 그정도 살수 있잖아 뭐 엄청 대단한것 처럼 오바 떠노,용진아 너도 그정도 살수 있잖아 뭐 엄청 대단한것 처럼 오바 떠노,모바일 카트라이더,2021-11-29T06:37:17Z,0,https://yt3.ggpht.com/ytc/AKedOLS56aDSgQrKKlNOKEzmaWibhZTAHib2v9WnZg=s48-c-k-c0x00ffffff-no-rj,피드백
11,나이가 지금보다 어릴적에는 왜저리 살지 라고 생각했지만<br>지금 와서는 본인이 만족하고 시간 지나서도 후회하지 않는다면<br>존중 해야한다를 넘어 남에게 피해주지 않는 선에서 옳은 선택이라 생각합니다.,"나이가 지금보다 어릴적에는 왜저리 살지 라고 생각했지만
지금 와서는 본인이 만족하고 시간 지나서도 후회하지 않는다면
존중 해야한다를 넘어 남에게 피해주지 않는 선에서 옳은 선택이라 생각합니다.",양말곰,2021-11-28T17:50:17Z,1,https://yt3.ggpht.com/ZuTm__dlxsYm9GDS4x2croOhjh-GvJfyZB38oh3AWri0mEXGNFjnTsZ5D6XXCnYjr3H3t61e=s48-c-k-c0x00ffffff-no-rj,피드백
12,20대 때는 왜 그렇게 차가 좋았을까,20대 때는 왜 그렇게 차가 좋았을까,하아,2021-11-28T17:39:08Z,0,https://yt3.ggpht.com/ytc/AKedOLQ5IZ8XiJdShjVmPHX8RDaez56plalRdwSWKQ=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
13,중산층은 좀.....,중산층은 좀.....,아메리카노에밀리,2021-11-28T17:26:43Z,0,https://yt3.ggpht.com/ytc/AKedOLR8Q5LZwm84qTUqMxwX6U_U_OfvSWTusy-TmdV4Yg=s48-c-k-c0x00ffffff-no-rj,피드백
14,중상층 딱대,중상층 딱대,kai kim,2021-11-28T16:57:46Z,0,https://yt3.ggpht.com/ytc/AKedOLQSuxGN4ajTuArd7DoLsJLKASyHRfSudjM0n2Y=s48-c-k-c0x00ffffff-no-rj,피드백
15,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=4m32s"">4:32</a> 이 시발 중산층 기만질 그만 좀 이재명 찍는다.",4:32 이 시발 중산층 기만질 그만 좀 이재명 찍는다.,J02,2021-11-28T12:30:46Z,0,https://yt3.ggpht.com/ytc/AKedOLQvxpFQNvQqlNhhCzdrKpRZU9OWxUmC2LJX4bn-MQ=s48-c-k-c0x00ffffff-no-rj,피드백
16,역시 카푸어,역시 카푸어,키르,2021-11-28T10:57:35Z,0,https://yt3.ggpht.com/ytc/AKedOLTUyDHEI6wGL0Cj7-RzRFV2vRyL5pIBEwjm5A=s48-c-k-c0x00ffffff-no-rj,피드백
17,나도 나중에 부자가 돼야겠다,나도 나중에 부자가 돼야겠다,혼모노혼코노,2021-11-28T10:34:02Z,0,https://yt3.ggpht.com/jon54BG5gmu1gPyM6TXMCAJeRrD5-CeRlbLWHzFQSOw6PNSOz09CEdUZts-X2ZnNvLg4FJvTjuM=s48-c-k-c0x00ffffff-no-rj,피드백
18,아버지가 사업장하니 저금이필요없지,아버지가 사업장하니 저금이필요없지,ᄒᄒ,2021-11-28T09:20:49Z,0,https://yt3.ggpht.com/ytc/AKedOLSTf6XvHaMuNNlD5czM4gGCWrysisrXLrHcx4cc=s48-c-k-c0x00ffffff-no-rj,피드백
19,카푸어가 자기 카푸어라곤 생각 안하지....ㅋ남들이 보기엔 그냥 착각인거지..ㅋㅋㅋ,카푸어가 자기 카푸어라곤 생각 안하지....ㅋ남들이 보기엔 그냥 착각인거지..ㅋㅋㅋ,푸드와플 Food Waffle,2021-11-28T07:27:24Z,0,https://yt3.ggpht.com/wQoRF3RWDp1IRkTLH-7VCNUVieSseQaADD4LuUhwL202J3uS0by1r0Xyl9dktqkDyo9CrzFtRQ=s48-c-k-c0x00ffffff-no-rj,피드백
20,요새는 젊은데 돈 많이 번 애들이 세상 물정을 너무 빨리 깨달아서 괜히 돈 자랑하다가 죶되는 걸 알아서 이런 거 출연을 엄청 꺼리지 싶음 지금 젊은 부자들 엄청 많음,요새는 젊은데 돈 많이 번 애들이 세상 물정을 너무 빨리 깨달아서 괜히 돈 자랑하다가 죶되는 걸 알아서 이런 거 출연을 엄청 꺼리지 싶음 지금 젊은 부자들 엄청 많음,로브스터,2021-11-28T05:39:52Z,2,https://yt3.ggpht.com/ytc/AKedOLTGrpvYa-52HSemw9hTcMqddbXUk6qSmCPSuw=s48-c-k-c0x00ffffff-no-rj,피드백
21,우리 집이 중산층인줄 알았는데 그냥 일개 서민이였노,우리 집이 중산층인줄 알았는데 그냥 일개 서민이였노,다이쏘,2021-11-28T04:33:30Z,0,https://yt3.ggpht.com/ytc/AKedOLQHkbaAbAf48KiMFSoDGIhuS9GovhayZooHtA=s48-c-k-c0x00ffffff-no-rj,피드백
22,근데 요즘은 내 집 마련하려고 돈 모아도 못 사는 상황이니깐 저렇게 좋아하는 거에 투자하면서 사는 것도 나쁘지 않다고 봄,근데 요즘은 내 집 마련하려고 돈 모아도 못 사는 상황이니깐 저렇게 좋아하는 거에 투자하면서 사는 것도 나쁘지 않다고 봄,DH K,2021-11-28T03:02:48Z,0,https://yt3.ggpht.com/ytc/AKedOLTfCH3BqLdGphZ1ID2HFwb4068uZFnq67Z6r-1D=s48-c-k-c0x00ffffff-no-rj,피드백
23,임플란트 하고 공항검색대 건너면 걸리나요?,임플란트 하고 공항검색대 건너면 걸리나요?,브랜드,2021-11-28T02:58:05Z,0,https://yt3.ggpht.com/ytc/AKedOLQ5CS4nhvRyl1ONiTOw7PUg3Pfzib8vM15tVeK3_Q=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
24,중산층..?<br>난 그럼 씹하층민,"중산층..?
난 그럼 씹하층민",김인직,2021-11-28T02:35:22Z,0,https://yt3.ggpht.com/ytc/AKedOLTyamk5xDIOysDCtMmE30wrybPH21OkYV6dvxznNg=s48-c-k-c0x00ffffff-no-rj,피드백
25,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=4m34s"">4:34</a> 찐표정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",4:34 찐표정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,룡룡,2021-11-28T01:58:33Z,0,https://yt3.ggpht.com/ytc/AKedOLTk8UwiAL7svCj7WyvNS6BPfV6MvlgNFeNl8cdCyA=s48-c-k-c0x00ffffff-no-rj,피드백
26,엠비씨에 판거 아닌가?,엠비씨에 판거 아닌가?,홍성현,2021-11-28T00:22:51Z,0,https://yt3.ggpht.com/ytc/AKedOLS_cunkrBzbhNywSe0LqNPvoeJIv5j4HfiZkQ=s48-c-k-c0x00ffffff-no-rj,피드백
27,다음대통령은 이재명인줄 알아라,다음대통령은 이재명인줄 알아라,화염,2021-11-27T22:51:42Z,0,https://yt3.ggpht.com/ytc/AKedOLRZc6IMR8FFaKikEnkukdOZdMCh3EcQh-XHeQ=s48-c-k-c0x00ffffff-no-rj,피드백
28,무조건 이재명 찍는다,무조건 이재명 찍는다,화염,2021-11-27T22:51:30Z,0,https://yt3.ggpht.com/ytc/AKedOLRZc6IMR8FFaKikEnkukdOZdMCh3EcQh-XHeQ=s48-c-k-c0x00ffffff-no-rj,피드백
29,513523,513523,유형근,2021-11-27T17:14:31Z,0,https://yt3.ggpht.com/ytc/AKedOLQ9I3B2dO0BgR5sMWl-1cb1G-M6mLq7AsHRxw=s48-c-k-c0x00ffffff-no-rj,피드백
30,저게 중산층이면 난 오물통 찌꺼기 수준이냐?,저게 중산층이면 난 오물통 찌꺼기 수준이냐?,k Par,2021-11-27T16:47:31Z,0,https://yt3.ggpht.com/ytc/AKedOLR7q5C4r6jXrrUXxcHjcjDFtyG4TbTFTBh7NhRo=s48-c-k-c0x00ffffff-no-rj,피드백
31,지맘이지뭐,지맘이지뭐,:헬린이,2021-11-27T16:22:20Z,1,https://yt3.ggpht.com/ytc/AKedOLRCwtPVAjMtSN-apKQgRB4t7FmTQzJKtk7fcsjSdw=s48-c-k-c0x00ffffff-no-rj,피드백
32,본인이 카푸어라고 생각하시나요? 라고 물어보고<br>아니요 라고 했는데 ㅋㅋㅋㅋ 자막엔 카푸어라 나오네<br>존웃ㅋㅋㅋㅋㅋㅋ,"본인이 카푸어라고 생각하시나요? 라고 물어보고
아니요 라고 했는데 ㅋㅋㅋㅋ 자막엔 카푸어라 나오네
존웃ㅋㅋㅋㅋㅋㅋ",김병준,2021-11-27T14:34:49Z,29,https://yt3.ggpht.com/ytc/AKedOLQjyUQk1TyLOqwXETqykLxP5RK9ekaCEySOKxdB162bwA=s48-c-k-c0x00ffffff-no-rj,피드백
33,중산층 뜻이 그룹 자산 2500억에 본인 자산 300억 정도밖에 안되는 사람들이라는 뜻이구낭,중산층 뜻이 그룹 자산 2500억에 본인 자산 300억 정도밖에 안되는 사람들이라는 뜻이구낭,아아아,2021-11-27T13:17:37Z,0,https://yt3.ggpht.com/ytc/AKedOLQWod-R5HUnWlkMHtrnxf-lKNBSxZt45Xqn-Q=s48-c-k-c0x00ffffff-no-rj,피드백
34,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=2m40s"">2:40</a> 주차 개떡같이 해놓는거 킹받네",2:40 주차 개떡같이 해놓는거 킹받네,잉꽁,2021-11-27T09:54:00Z,1,https://yt3.ggpht.com/ytc/AKedOLRwS7HbghAqfJMq-R8kRo2NxxOPXRZ0FTUdzKP5hQ=s48-c-k-c0x00ffffff-no-rj,피드백
35,진짜 부자는 겸손하다 <br>가짜는 아까 봤지? ㅋ 겉멋만 잔뜩이다,"진짜 부자는 겸손하다 
가짜는 아까 봤지? ㅋ 겉멋만 잔뜩이다",나비가되고싶다,2021-11-27T09:31:08Z,0,https://yt3.ggpht.com/ytc/AKedOLRkTGE6FU2nfYKJ-JwShxnBWcayMCKS940Fag=s48-c-k-c0x00ffffff-no-rj,피드백
36,진짜 한심하네;;,진짜 한심하네;;,나비가되고싶다,2021-11-27T09:29:56Z,0,https://yt3.ggpht.com/ytc/AKedOLRkTGE6FU2nfYKJ-JwShxnBWcayMCKS940Fag=s48-c-k-c0x00ffffff-no-rj,피드백
37,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=5m08s"">5:08</a> 잠깐이지만 진짜 행복해보인다",5:08 잠깐이지만 진짜 행복해보인다,no no,2021-11-27T09:22:15Z,0,https://yt3.ggpht.com/lKTy2psQPkFujyhn7gK2iGzX6VneXSbHpjPpBTA_9bwEk3yksogoqAQ6i3wqyBUm2w4CEoibR4I=s48-c-k-c0x00ffffff-no-rj,피드백
38,부동산만 300억 26살 중산층..?,부동산만 300억 26살 중산층..?,김찬호사랑해,2021-11-27T08:58:39Z,0,https://yt3.ggpht.com/Gzh1D8rpMj763bkXQBlu0lf8hdL0nqF_RnqD6wodbE1b9btYGxR6ckePi450iJGtUCpCbhLa=s48-c-k-c0x00ffffff-no-rj,피드백
39,목소리 머야.. 딜러분,목소리 머야.. 딜러분,방탄쪼끼단,2021-11-27T08:29:07Z,1,https://yt3.ggpht.com/ytc/AKedOLTsHk4V6CIVJzoahLKFPF4YmmE4kRsG_gQEUU25=s48-c-k-c0x00ffffff-no-rj,피드백
40,머리에 똥만 가득한 애기들이지,머리에 똥만 가득한 애기들이지,boss,2021-11-27T07:34:38Z,0,https://yt3.ggpht.com/V9B5BpOVw9SqAOp-5o3BEazqgsUv_PqLsqLPtaC-JyFvxb8kABx_r7EpSoI3P6rujaZmq8synw=s48-c-k-c0x00ffffff-no-rj,피드백
41,진용진 포르쉐 탈 수 있자나!!!~~,진용진 포르쉐 탈 수 있자나!!!~~,혜서,2021-11-27T07:10:33Z,0,https://yt3.ggpht.com/ytc/AKedOLSDDRfuSzUVRip2QpvEKUKbpoMdqv6rJrZBTnfy=s48-c-k-c0x00ffffff-no-rj,피드백
42,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=4m26s"">4:26</a> 녜??<br><a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=4m32s"">4:32</a> 아.......중상층이... 300억이 있어야하는구나....<br><a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=4m34s"">4:34</a> 아......그룹까지 2500억은 있어야.. 중상층이라고 하는구나.....","4:26 녜??
4:32 아.......중상층이... 300억이 있어야하는구나....
4:34 아......그룹까지 2500억은 있어야.. 중상층이라고 하는구나.....",0 0,2021-11-27T06:55:18Z,0,https://yt3.ggpht.com/ytc/AKedOLSYyU0FXs_zcPoTuKvFN_9HHZjbLULUvk_I9Q=s48-c-k-c0x00ffffff-no-rj,피드백
43,300억이 중산층이면...,300억이 중산층이면...,이상호,2021-11-27T05:07:32Z,0,https://yt3.ggpht.com/ytc/AKedOLQTWNIHxXswto0tA8MJCDpWeGG1HWAQqi4rNw=s48-c-k-c0x00ffffff-no-rj,피드백
44,26살??!!! 36아니고?,26살??!!! 36아니고?,노새들,2021-11-27T04:08:15Z,0,https://yt3.ggpht.com/ytc/AKedOLQL07-9AsIZwvhJnFtXtqPtVgopvKggCySKvFhZprnGrA=s48-c-k-c0x00ffffff-no-rj,피드백
45,"자수성가는 아니고 자수를 해서<br>20대 때 억대스포츠카를 무리해서 타고 다녔고,<br>30대가 되어 보니 좋은 추억이 되었고 허풍?이란게 많이 진정 되면서 일에 더욱 열중 하게 되었다. 스스로 유지가 된다면 끌리는 대로 즐겨보세요. 20대 까지만.","자수성가는 아니고 자수를 해서
20대 때 억대스포츠카를 무리해서 타고 다녔고,
30대가 되어 보니 좋은 추억이 되었고 허풍?이란게 많이 진정 되면서 일에 더욱 열중 하게 되었다. 스스로 유지가 된다면 끌리는 대로 즐겨보세요. 20대 까지만.",굴착기탐구생활,2021-11-27T03:42:47Z,0,https://yt3.ggpht.com/ytc/AKedOLR4kKIZ0_y3JmDrY8oD3DUmiWR4jnax2sh7zFKc=s48-c-k-c0x00ffffff-no-rj,피드백
46,차림새부터틀리다 카푸어애들은 명품도배하고 백에집착하는데 있는사람은 그냥 아무생각없이 타기때문에 복장이평범하다 행색보면안다,차림새부터틀리다 카푸어애들은 명품도배하고 백에집착하는데 있는사람은 그냥 아무생각없이 타기때문에 복장이평범하다 행색보면안다,songil kim,2021-11-27T02:18:01Z,0,https://yt3.ggpht.com/ytc/AKedOLRjaXDoNddg6IOs_q-KBrI44AM9giZVK6lrhw=s48-c-k-c0x00ffffff-no-rj,피드백
47,가치관이야 저마다 다르기 마련이니까요<br>그나저나 마지막 부동산그룹 관리한다는 분 말씀하시는 게 반듯하네요,"가치관이야 저마다 다르기 마련이니까요
그나저나 마지막 부동산그룹 관리한다는 분 말씀하시는 게 반듯하네요",Core Vista,2021-11-27T01:11:48Z,0,https://yt3.ggpht.com/ytc/AKedOLQsx292fA-oMzR6dH3LiPZlhE2APa8SWGCdow=s48-c-k-c0x00ffffff-no-rj,피드백
48,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=3m32s"">3:32</a> 카푸어냐는 질문에  카푸어님이 대답하길 카푸어라 생각하지 않습니다",3:32 카푸어냐는 질문에  카푸어님이 대답하길 카푸어라 생각하지 않습니다,복면마왕,2021-11-27T00:09:00Z,0,https://yt3.ggpht.com/ytc/AKedOLQDcTfKXc0huEam4omGaqs2pINd5FPQFkO5gTqj=s48-c-k-c0x00ffffff-no-rj,피드백
49,썸네일 여자 몸매좋다 ㅎ,썸네일 여자 몸매좋다 ㅎ,흑돌이,2021-11-26T23:27:06Z,0,https://yt3.ggpht.com/ytc/AKedOLQ-8Xe7tRI92qJUtsHomGwHttqNxlHrhXLV4Q=s48-c-k-c0x00ffffff-no-rj,피드백
50,음 그래 붕신들이네 왜 그러고 살지 아이고 배아프넹;<br>근데 사실 알아서 살겠지 남인생에 관심 참많타 모두 자기인생만 챙깁시다 어차피 다 언젠가 디저요,"음 그래 붕신들이네 왜 그러고 살지 아이고 배아프넹;
근데 사실 알아서 살겠지 남인생에 관심 참많타 모두 자기인생만 챙깁시다 어차피 다 언젠가 디저요",엥엥엥엥,2021-11-26T17:04:25Z,0,https://yt3.ggpht.com/ytc/AKedOLSR1lZ4sqYBX8MgXLEXngerHma5GWh3uxhthnXRlsnVWQ=s48-c-k-c0x00ffffff-no-rj,피드백
51,용진이 요즘 돈 편하게 벌려고 노력하네 ㅋㅋㅋㅋㅋㅋㅋ bmw가 뭔 스포츠카냐,용진이 요즘 돈 편하게 벌려고 노력하네 ㅋㅋㅋㅋㅋㅋㅋ bmw가 뭔 스포츠카냐,P Dr.,2021-11-26T16:44:32Z,1,https://yt3.ggpht.com/ytc/AKedOLTuNOcAMVFalQsdr5vHA7gTrCxUd67mjRgjqQ=s48-c-k-c0x00ffffff-no-rj,피드백
52,강아지 두마리 졸귀탱,강아지 두마리 졸귀탱,song ab,2021-11-26T15:59:42Z,0,https://yt3.ggpht.com/ytc/AKedOLRJaG8MkJ_k1JD3sqN_a52I_Jf-JppVCEERdGOr=s48-c-k-c0x00ffffff-no-rj,피드백
53,딱히.. 걍 그 사람들은 그게 그들만의 행복일 수 있는거고.. 그러니까 우리가 상관하고 비난할 자격은 없는 듯한데?,딱히.. 걍 그 사람들은 그게 그들만의 행복일 수 있는거고.. 그러니까 우리가 상관하고 비난할 자격은 없는 듯한데?,바닷소리,2021-11-26T15:17:30Z,0,https://yt3.ggpht.com/ytc/AKedOLRZoZ1X2AcGRuJ1SG4rCGx2eeGrfzDfGT5XE2t7=s48-c-k-c0x00ffffff-no-rj,피드백
54,양아치,양아치,제희야,2021-11-26T13:52:43Z,0,https://yt3.ggpht.com/ytc/AKedOLQTFJFhqVDbLEWC6AQE8VIMeOo5PnaHYbktcayN8A=s48-c-k-c0x00ffffff-no-rj,피드백
55,첫번째 카푸어님 한번 사는 인생 멋지게 살려면 여행 많이 다니고 맛잇는거 좋은거 많이 보고 사세요 200벌고 차값 60에 기름값 하면 차를 위한 인생을 사시는거잖아요 ㅠㅜ,첫번째 카푸어님 한번 사는 인생 멋지게 살려면 여행 많이 다니고 맛잇는거 좋은거 많이 보고 사세요 200벌고 차값 60에 기름값 하면 차를 위한 인생을 사시는거잖아요 ㅠㅜ,바쁘다바빠현대사회,2021-11-26T13:26:21Z,0,https://yt3.ggpht.com/lqtav4V-o9q4JF6U86xcLXGybvM8lu-b5y5xIDOWKf_wq5wurYnkj4I74hG6JDoBapvGoYrVdQ=s48-c-k-c0x00ffffff-no-rj,피드백
56,깡패아니냐,깡패아니냐,허경영 박정희 보좌관출신,2021-11-26T12:57:06Z,0,https://yt3.ggpht.com/3OHhjfg5VIlo7ge8jRpib_sI_zpSY0zXzfJFlTzcORXsDd5mWoizVADCK4BHXRv8rNyzK2v4tw=s48-c-k-c0x00ffffff-no-rj,피드백
57,품위가 있어야 품위유지비지,품위가 있어야 품위유지비지,태현최,2021-11-26T12:02:35Z,0,https://yt3.ggpht.com/ytc/AKedOLT0lPIAAdaWRQZhWHW9II1pR-H7ppCDOiV_Ew=s48-c-k-c0x00ffffff-no-rj,피드백
58,대포폰 쓰는 사람들은 대포폰이 어디서 난걸까?<br><br>알려주세요,"대포폰 쓰는 사람들은 대포폰이 어디서 난걸까?

알려주세요",베댓 되고싶은사람,2021-11-26T11:45:00Z,0,https://yt3.ggpht.com/ytc/AKedOLTDcmt5IDDDscA7-0QFh1wIflLwjxFxepH3KrI2=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
59,타면 타는거지 남 인생에 왜케 관심이 많은거지 한국인은 .. 그냥 남 인생 부러워도 시기하지도 말고 자기 할일이나 열심히 하세요,타면 타는거지 남 인생에 왜케 관심이 많은거지 한국인은 .. 그냥 남 인생 부러워도 시기하지도 말고 자기 할일이나 열심히 하세요,핑핑,2021-11-26T11:05:18Z,0,https://yt3.ggpht.com/ytc/AKedOLTOyudwrpcmv9zimnbGJIYWIYOnU4MpCRhWh4wjm4jONLWlWbYzdTYiD4c6u6arY0QL9JM=s48-c-k-c0x00ffffff-no-rj,피드백
60,중산층...300억 메모...,중산층...300억 메모...,그냥운동,2021-11-26T08:43:51Z,0,https://yt3.ggpht.com/uHIBMxgTdu5mOZy2Td5U12_gAtgBSrU_6YE38eJtoH-yIIa-XETAjKt4uuwS01peTCbLdbiG=s48-c-k-c0x00ffffff-no-rj,피드백
61,본인 부동산자산만 300억인데 중산층...? ㅋㅋㅋㅋㅋㅋㅋ 대한민국 99프로를 거지로 만들어버리는데?,본인 부동산자산만 300억인데 중산층...? ㅋㅋㅋㅋㅋㅋㅋ 대한민국 99프로를 거지로 만들어버리는데?,Jinwoo Lee,2021-11-26T08:11:17Z,0,https://yt3.ggpht.com/ytc/AKedOLRFfbgk4cMsT5SjvoXvbwHNNw_hW12DmoEgiA=s48-c-k-c0x00ffffff-no-rj,피드백
62,언에듀 유튜버 전직한줄..,언에듀 유튜버 전직한줄..,탱구,2021-11-26T06:33:46Z,0,https://yt3.ggpht.com/cAcp6RrzADH9SgIH4Cd5Er46-9jg1iwwVeefqW3FBed5hef1UqS8idBAiTR7bOgY7_zvwfvZo6E=s48-c-k-c0x00ffffff-no-rj,피드백
63,자기인생 자기살고싶은데로 사는거죠<br>가끔 태생적으로 저렇게 못하는 저로써 부럽다는생각이 들때도있어요.<br>남사는거에 훈수둘시간에 자기인생 신경씁시다ㅎ,"자기인생 자기살고싶은데로 사는거죠
가끔 태생적으로 저렇게 못하는 저로써 부럽다는생각이 들때도있어요.
남사는거에 훈수둘시간에 자기인생 신경씁시다ㅎ",신민아,2021-11-26T05:44:05Z,0,https://yt3.ggpht.com/ytc/AKedOLSB9aXB7_DeKJTws9ok1G0IT-vsoBQv5Yyd10VQ=s48-c-k-c0x00ffffff-no-rj,피드백
